"Wijken en buurten";"Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Inkomen van personen/40% personen met laagste inkomen (%)";"Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Gem. gestandaardiseerd inkomen van huish (x 1 000 euro)";"Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%)";"Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 110% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 120% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)"
"De Aker West";3600;37,7;30,2;36;26,3;34,4;30,4;31,6;5,8;5,7;8,2;10,7;150,5
"De Aker Oost";4600;37,9;29,6;38,7;27,2;35,6;26,6;36,8;5,7;4,8;7,4;8,9;180,9
"Slotervaart Noord";6000;31,2;23,8;43,3;18,2;27;52,9;15,7;14;13,4;18;21,8;6,8
"Oostoever Sloterplas";2000;39,4;32,3;34,9;29,6;34,2;37;29,7;4,5;6,4;9,7;12,5;202,3
"Emanuel van Meterenbuurt";1600;32,9;24,8;39,4;20,2;27,6;53,4;16,2;14,7;12,8;16,8;20;9,3
"Jacob Geelbuurt";2400;23,1;16,8;53,1;7,3;21,2;64,7;4,7;21,3;19,5;25,5;30,5;1,1
"Overtoomse Veld";10400;31,2;24,9;41,2;19,8;27;50,8;13,5;11,1;10,1;13,8;16,8;1,9
"Overtoomse Veld Noord";4400;28,3;21,2;50,1;16,9;26,7;46,8;17,5;16;14,7;20;23,7;1,8
"Overtoomse Veld Zuid";3400;32,2;26,2;33,5;17,8;27,5;53,2;10,5;8,6;8;11,2;13,9;2,1
"Rembrandtpark Noord";800;31,5;28,1;40,1;24,9;22,2;64,8;8,1;5,9;4,9;5,9;7,5;0,6
"Rembrandtpark Zuid";700;46;40,7;22,8;38,1;35,5;39;20,8;3,7;2,7;4,1;5,3;21,3
"Johan Jongkindbuurt";500;19,3;14,2;61,9;3;20,1;63,8;7,5;21,7;20,2;28,1;36,8;0,6
"Lucas/Andreasziekenhuis e.o.";500;38,9;37,2;25,4;38,8;26,5;46,9;9,8;1,6;0,6;0,6;1;0,1
"Westlandgracht";8300;37,7;31,6;38;27,2;28,3;56,9;14,6;12,8;11,2;15,1;18,1;1,7
"Koningin Wilhelminaplein";2200;48;41,2;21,2;44;35,4;35,2;22,7;3,7;2,7;3,4;4,1;13,7
"Andreasterrein";900;57,2;42;30,4;44,2;44,4;30,4;40,5;9;9;11,7;13,6;54,1
"Delflandpleinbuurt Oost";1000;33,4;26,5;45,9;18,4;27,6;64;11,1;16,2;13,5;18,5;24,2;1,2
"Delflandpleinbuurt West";2700;31,9;26,3;40,6;19,7;25,4;61;10,7;14,7;14,8;20;23,3;1,3
"Riekerhaven";600;18,1;17,7;69,8;0,4;15,8;96;0;40,9;30,8;42,2;48,2;-0,1
"Schipluidenbuurt";900;26,9;25,6;50,3;17,7;19,4;76,2;3,1;8,6;6,3;8,6;11,5;0
"Sloter-/Riekerpolder";11200;38,6;31,3;33,2;27,9;35,5;30,6;29,4;5,4;4,7;6,9;8,6;93,5
"Riekerpolder";100;;;;;;;;;;;;
"Park Haagseweg";800;49,5;41,1;24,1;38,4;43,8;16,6;41,3;1,2;0,5;1;1,4;342,9
"Nieuwe Meer";100;25,3;20,6;63,8;11;;;;;;;;
"Sloterweg e.o.";200;48,8;38,1;36,2;32,1;49,4;24,3;43,2;4,9;3,9;3,9;4,9;666,9
"Nieuw Sloten Noordwest";2400;35,9;28,3;35,3;25,6;32,8;30,2;30,8;6,2;5,4;8,1;10,9;72,6
"Nieuw Sloten Noordoost";2600;35,6;29,5;33,4;23,8;33,7;35,3;24,8;4,7;4,4;6,5;8;31,5
"Belgiëplein e.o.";900;34,9;30,6;37,8;23,7;30,4;49,2;14,7;7,7;8,2;14,4;18,5;38,8
"Nieuw Sloten Zuidwest";1900;41,9;34,1;29,5;34,3;41,2;13,4;46,5;1,7;1,2;1,4;1,7;280,7
"Nieuw Sloten Zuidoost";1600;38,5;29,9;32,6;28,3;35,1;30,9;23,4;6,3;4,3;6;7,1;17,8
"Dorp Sloten";600;41,8;34,6;35,5;27,1;37,6;30,2;29,9;6,5;5,5;7,4;9,4;208,7
"Slotervaart Zuid";8200;28,1;22,4;48,1;14,7;23,8;61,9;10,3;14;13,3;18,2;22,6;1,9
"Louis Chrispijnbuurt";2500;26,3;21,2;48;10,8;24,2;62,4;8,4;12,2;12,2;16,6;20,8;2,8
"Jacques Veltmanbuurt";2700;30,9;24,6;43,2;19;25,3;57,1;11,5;11,6;11,4;15,7;20,3;4,3
"Staalmanbuurt";2200;30;22,9;47,1;17,3;26,4;52,9;15,8;15;14,9;20,5;24,4;2,1
"Medisch Centrum Slotervaart";700;17,2;15,7;70,8;3,3;13,4;92,5;0,3;30,8;21,5;29,2;34,8;-2,1
"Buitenveldert-West";10800;46,4;38,1;32,7;31,2;38,2;45,5;21,4;7,5;8,5;11,5;13,7;41,2
"Gelderlandpleinbuurt";3700;45,1;38;32,3;30,2;35,7;46,4;19,3;7,7;8,4;11,5;13,7;35,5
"Buitenveldert Midden Zuid";3000;42,2;33,9;32,3;30,5;33,2;42,4;19,1;6,5;6,9;8,9;10,5;40
"Buitenveldert Zuidwest";3200;47,1;38,1;33,1;31,9;36,5;49,7;22,6;8,8;11,1;14,8;17,5;41,8
"Amsterdamse Bos";100;;;;;;;;;;;;
"Buitenveldert West Midden";800;64,1;52,4;33,9;35,5;76,8;36,3;35,1;4,5;4,5;6,9;9,6;242,9
"Zuiderhof";0;;;;;;;;;;;;
"Buitenveldert-Oost";6100;42,1;34,8;33,6;29,2;34,9;47,9;18,3;9,2;9,2;12,3;14,4;29,7
"De Klenckebuurt";500;52,2;42,8;20,9;39,9;39,2;31,6;24,8;7,4;6,1;8,8;9,6;72,7
"Buitenveldert Oost Midden";2700;36,8;30,9;38,6;24;30,6;53,5;13,7;11,2;12,2;16;18,9;18,2
"Buitenveldert Zuidoost";2800;45,4;36,8;31,3;32,2;38,1;45,7;21,3;7,5;6,9;9,3;10,9;43,5
"Amstelpark";0;;;;;;;;;;;;
"Amstel III/Bullewijk";600;18,8;17,6;66,8;8,8;15,4;88,7;2,4;17,4;11,2;17,8;22,5;-4,1
"Hoofdcentrum Zuidoost";0;;;;;;;;;;;;
"Amstel III deel A/B Noord";0;;;;;;;;;;;;
"Amstel III deel C/D Noord";0;;;;;;;;;;;;
"Amstel III deel A/B Zuid";400;11,9;11,2;77,4;2,5;12;95,5;0,2;17,4;10,3;18,7;25,8;-8,7
"Amstel III deel C/D Zuid";0;;;;;;;;;;;;
"AMC";0;;;;;;;;;;;;
"Hoge Dijk";100;;;;;;;;;;;;
"Bijlmer Centrum (D,F,H)";18400;24,3;19,4;52,7;9;21,4;67,9;5,7;19,7;19;24,8;28,8;0,5
"Venserpolder West";4100;25,5;21,1;49;9,4;22,4;67,4;3,7;20,2;20,8;26,4;30,3;1,1
"Venserpolder Oost";2800;26,7;21,9;45;10,3;23,3;63,2;5,8;18,2;16,8;21,8;25,2;1,6
"D-buurt";1500;14,9;12,8;76,6;2;12,5;94,2;0,3;22,3;16,3;24;31,8;-4,2
"F-buurt";2900;29,2;22,1;44,9;17;26,3;46,5;15,1;11,9;11,3;15,1;18,3;2,1
"Amsterdamse Poort";900;21,9;17,9;58,8;4,5;19,3;80,7;1,2;27,1;27,7;36,6;41,5;0
"Hoptille";1200;20,5;16;60,1;4,6;18,6;77,6;2,4;23,2;18,7;28,5;32,8;-0,3
"Rechte H-buurt";2400;22,1;17,4;57,2;6,1;21,2;66,1;5,1;22,3;23;28,7;32,7;0,6
"Hakfort/Huigenbos";1900;21,3;16,3;57,5;4,1;20,1;71,5;3,5;24,7;22,7;29,1;33,6;-0,2
"Huntum";200;41,6;35,3;28,7;29,9;;;;;;;;
"Vogeltjeswei";600;29,7;23,3;41,5;15,8;28,1;41,9;23,5;9,1;13,8;16,4;17,8;41
"Nelson Mandelapark";0;;;;;;;;;;;;
"Bijlmer Oost (E,G,K)";23200;26,9;21,7;47,3;12,4;23,9;59,5;9,8;16,5;17,6;22,3;25,3;1,3
"E-buurt";1500;31,5;22,5;41,9;21,3;26,4;41,9;26,7;6,8;4,8;6;9;3,7
"G-buurt West";3100;29,5;24,6;40,9;15,6;26,3;50,8;14,3;11,8;11,6;14,3;16,1;2,4
"Bijlmermuseum Noord";1800;21;17,1;61,3;4;20,4;74,9;3,2;24;29,6;37,3;41,9;0,5
"Kortvoort";2200;22,6;18,8;54,7;5,4;20,3;74,5;2,1;22,6;26,1;32,2;36,1;0,7
"Kelbergen";800;24,4;20,1;49,1;8,3;24;53,6;9,9;11,6;10,8;15,6;18,4;1,2
"K-buurt Midden";1800;24,7;19,2;49,9;8,4;21,6;69,4;3,9;21;20,5;26,6;29,9;-0,1
"K-buurt Zuidoost";900;33,6;24,1;36,2;23,6;28,4;38,5;20,9;9,9;8,5;10,1;12,6;2,3
"K-buurt Zuidwest";1100;27,2;20,6;47,3;15,5;25,5;45;15,4;11,6;14,4;18,2;20,2;7,7
"Grunder/Koningshoef";1300;29,7;22,7;40,7;17;26,5;43,1;13,5;9,3;9;12,3;14,7;4,2
"G-buurt Oost";2800;32,7;29,2;36,9;19,9;28,4;51,1;13,2;8,4;9,8;13,1;14,8;36
"Kantershof";1800;27,2;23;45,5;11,7;24,7;57,9;10,7;15,6;21,4;25;27,2;7,1
"Gooise Kant";200;39,6;29,1;23,8;30,5;35;16,2;31,5;3,3;3,3;3,3;4,1;156,5
"G-buurt Noord";1400;20,7;16,4;62;2,9;18,9;79,9;1,7;33,1;29,8;38,8;44;0
"Bijlmermuseum Zuid";2500;22,9;18,2;53,7;6,8;21,4;66,9;4,3;20;19,4;25,4;28,8;0,6
"Nellestein";2400;34,6;29,5;29,3;21,3;29,5;47;9,1;7;7;10,1;12;27,8
"L-buurt";2400;34,4;29,3;29,3;21,2;29,3;47,3;8,7;7;7,1;10,1;12;26,8
"Gaasperpark";0;;;;;;;;;;;;
"Gaasperplas";0;;;;;;;;;;;;
"Holendrecht/Reigersbos";14500;25,8;20,9;47,8;10,1;24,1;57,2;8,4;15,2;16,3;21,8;25,6;1,8
"Holendrecht West";2200;19,8;15,2;63,5;3,1;19,4;72,4;2,4;23,5;31,1;37,8;43,4;0,5
"Reigersbos Noord";3300;22,5;17,4;55,6;5,5;21,8;63,1;5,3;19,1;19,1;26,4;31,5;0,6
"Holendrecht Oost";2100;30,8;26;36,8;16,5;30;34,4;17,3;5,9;6,8;9,1;9,9;67,6
"Gaasperdam Noord";1500;27,6;22,5;44,4;12,2;24,9;55,3;8;16,6;14;21,4;24,3;2,6
"Gaasperdam Zuid";1200;26,2;22,5;45;10;23,5;64,6;4,4;14;15,1;19,7;24,3;3,9
"Reigersbos Midden";2000;26,9;22,1;43,1;10,9;24,6;59,3;9,6;12,4;13,3;17,7;22;3,1
"Reigersbos Zuid";2100;29,9;24,8;38,5;16,3;27,2;44,2;14,5;10,3;9,5;13,6;15,7;11,3
"Gein";9100;29,4;24;40,8;15;26,7;48;13,4;12,7;12,2;15,9;19;7
"Gein Noordwest";2300;25,3;20,3;49,2;9,2;22,6;66;5,2;20;20,2;26;31,4;1,2
"Gein Zuidwest";1300;25,6;20,1;48,6;10,5;23,1;60,6;5,5;19;16,6;23;26,1;0,9
"Gein Noordoost";2700;35;29,2;30,3;22,6;34,1;21,1;29,6;2,3;2;2,1;3,2;183,4
"Gein Zuidoost";2800;29,2;23,9;40,4;14,6;26,3;46,2;12,2;11,1;10,9;14;16,9;3,6
"Driemond";1300;35,3;28,3;36,7;22,3;32,5;31,4;26,9;4,5;4,7;7,5;9,6;89,5
"Dorp Driemond";1200;34,6;28;36,9;21,2;32;32,2;25;4,8;4,9;7,8;9,9;75,9
"Landelijk gebied Driemond";100;;31,9;;;;;;;;;;
