"Wijken en buurten";"Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Inkomen van personen/40% personen met laagste inkomen (%)";"Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Gem. gestandaardiseerd inkomen van huish (x 1 000 euro)";"Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%)";"Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 110% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 120% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)"
"De Aker West";3600;39,7;32,1;37,4;25,5;36,5;32,5;30,5;7,5;7,6;10,1;11,8;213,8
"De Aker Oost";4600;41,4;33;38,9;27,4;38,4;29,9;35,6;5,8;5,4;7,8;9,1;255,4
"Slotervaart Noord";6100;32,8;25,4;45,8;17,7;29,3;52,1;15,6;12,6;13,7;18,2;21,3;9,8
"Oostoever Sloterplas";2000;40,9;33,9;37,5;28,2;36,2;39,4;28;4,7;7;11,3;13,5;265,2
"Emanuel van Meterenbuurt";1600;34,9;26,1;42,8;20,1;30,1;50,8;17,2;13,9;14,7;18,3;20,9;13,4
"Jacob Geelbuurt";2500;24,8;18,6;54,5;7,5;23,6;62,7;5;18;18,2;23,6;27,7;1,5
"Overtoomse Veld";10700;35,1;28,1;41,4;22,1;30,3;49,4;15,9;10,1;10;13,9;17,1;4,3
"Overtoomse Veld Noord";4600;32,4;24,6;48,5;19,2;30,4;45,3;19,5;13,7;14,5;19,3;23,1;4,2
"Overtoomse Veld Zuid";3500;35,7;29,1;34,5;20,9;30,6;50,6;12,7;8;7,6;11,2;14;4
"Rembrandtpark Noord";800;34,6;30,4;42,9;25,4;24,1;65,2;11,6;6,7;5,1;6,5;8,9;3,4
"Rembrandtpark Zuid";700;53,3;46,8;22,4;41;40,9;39,1;25,5;2,9;1,9;4,1;6,6;44,3
"Johan Jongkindbuurt";500;20,4;15,3;64,8;2,7;21,6;63,7;8,1;24,7;20,9;30,5;38,9;0,8
"Lucas/Andreasziekenhuis e.o.";600;43,1;40,6;28,7;40;29;47,8;11,7;2,2;1,9;1,9;1,9;1
"Westlandgracht";9200;42,5;36,2;36,6;28,3;32,1;55,9;14,7;10,1;10;13,9;16,5;2,9
"Koningin Wilhelminaplein";2400;54,7;47,5;18,1;47,8;40,3;31,2;23,3;3,5;2,8;4;4,8;22,1
"Andreasterrein";900;62,7;48,2;31;43;54,2;29,5;40,7;6,1;7,8;10,1;11,6;65,7
"Delflandpleinbuurt Oost";1100;43,8;34,5;46,6;18,7;32,2;66;10,5;14,5;14,2;20,6;25,4;2
"Delflandpleinbuurt West";3200;33,7;28,4;41,7;18,5;27,1;62,9;10,1;12,2;13,1;18,1;20,7;1,4
"Riekerhaven";500;19,7;18,8;70,3;1,1;17,4;95,1;0;31,8;26,7;38,5;46,5;-0,4
"Schipluidenbuurt";1000;33,7;31,9;41,6;23,7;24,3;69,8;6,2;6,7;5;6,5;9,4;0
"Sloter-/Riekerpolder";11300;41,3;33,5;34,4;27,9;37,4;32,1;29,1;5,3;5,3;7,6;9,2;139,5
"Riekerpolder";100;51,2;45,8;7,3;34,5;;;;;;;;
"Park Haagseweg";800;54,2;44,2;23,1;39,2;47,7;13,5;42,6;2,1;1,4;1,8;2,3;480,4
"Nieuwe Meer";100;22,7;19,3;61,9;7,9;;;;;;;;
"Sloterweg e.o.";200;55,2;40,2;34,6;38,7;57,8;23,5;47,1;4,3;2,6;3,5;4,3;737,2
"Nieuw Sloten Noordwest";2400;38,9;30,9;37,1;25,5;35,7;32,5;30,3;5,3;5,8;9,2;11,9;133,9
"Nieuw Sloten Noordoost";2600;38,1;31,2;34,2;24,1;34,8;37,1;23,7;5,4;5,2;7,6;9,4;33,8
"Belgiëplein e.o.";1000;35,6;32,2;43,2;21,5;32,1;51,4;15,4;9,2;12,2;17,6;20,7;35,7
"Nieuw Sloten Zuidwest";1800;45,7;37,1;28,9;35,5;43,6;14,8;45,6;1,5;1,5;1,6;1,7;385,2
"Nieuw Sloten Zuidoost";1600;39,9;31;35,2;27,5;34,4;32,1;24,1;4,8;3,8;5,7;6,3;24,9
"Dorp Sloten";600;43,8;36,9;37,2;27;40,5;33;31,8;5,5;4,5;6,4;7,7;269,2
"Slotervaart Zuid";8100;30,5;24;49,4;15,5;26;60,3;10,6;12,8;13;18,6;22,9;3,5
"Louis Chrispijnbuurt";2600;27,9;22,6;50,6;12;25,4;61,4;8,4;11,6;12,2;17,5;21,7;5,4
"Jacques Veltmanbuurt";2800;33,7;26,9;44,1;19,5;27,9;58,2;11,7;11,5;12,3;16,2;20,2;6,3
"Staalmanbuurt";2200;32,9;24,2;48,4;18,1;29,6;47,4;16,5;13;13,6;20,7;24,6;4,3
"Medisch Centrum Slotervaart";600;18;15,9;71,5;3,1;14;91,7;0,7;26;18,8;29,1;36,6;-1,4
"Buitenveldert-West";10700;51,5;41,9;33,5;32;40,7;44,7;22;7;8,3;11,4;14;50,2
"Gelderlandpleinbuurt";3700;49,7;41,8;34,2;30,3;39,3;45,6;19,7;7,1;7,6;11,1;13,8;41,2
"Buitenveldert Midden Zuid";3000;48;38,1;31,6;32,4;38,2;39,9;20,3;6;6,3;8;10;45,4
"Buitenveldert Zuidwest";3200;51,3;41;35;32,4;38,6;50,1;23,4;8,4;11,8;15,6;18,8;51
"Amsterdamse Bos";100;;;;;;;;;;;;
"Buitenveldert West Midden";800;74,2;59,8;32,9;36,9;66;37,5;33,7;4,7;4,5;7,3;10;319,5
"Zuiderhof";0;;;;;;;;;;;;
"Buitenveldert-Oost";6100;45,9;37,7;35,2;29,7;36,9;48,2;18,8;8,5;9,6;12,5;14,9;33,8
"De Klenckebuurt";500;57,9;47,6;21;41,8;44,2;30,6;27;3,2;3,8;5,9;6,5;87,2
"Buitenveldert Oost Midden";2700;40,7;33,9;39,7;24,8;34,3;53,4;15,1;10,3;13;17,1;20,7;20,6
"Buitenveldert Zuidoost";2900;48,7;39,2;33,9;32;37,9;46,6;20,6;7,8;7,4;9,4;10,9;48,7
"Amstelpark";0;;;;;;;;;;;;
"Amstel III/Bullewijk";1300;23,5;22,2;67;5,7;18,1;91,7;1,7;14,2;9,1;14,2;18,8;-0,6
"Hoofdcentrum Zuidoost";0;;;;;;;;;;;;
"Amstel III deel A/B Noord";0;;;;;;;;;;;;
"Amstel III deel C/D Noord";0;;;;;;;;;;;;
"Amstel III deel A/B Zuid";1100;18,4;17,3;69,8;3,4;15,1;94,1;0,5;10,1;5;9,3;14;-1,9
"Amstel III deel C/D Zuid";0;;;;;;;;;;;;
"AMC";0;;;;;;;;;;;;
"Hoge Dijk";100;;;;;;;;;;;;
"Bijlmer Centrum (D,F,H)";19000;26,4;21,5;52,3;9,4;23,5;68,2;6,2;17,7;18,1;23,6;27,4;0,9
"Venserpolder West";4000;27,8;23,1;48,4;9,9;24,9;65,9;4,8;18,3;20,3;25,8;29,1;1,9
"Venserpolder Oost";2800;28,8;23,9;45,7;10,9;26;62;6,8;16,6;17,1;21,7;24,7;2,8
"D-buurt";1500;16,2;14;77;2,6;13,7;92,4;0,6;20;14;21,8;27,8;-4,8
"F-buurt";3500;32,5;26;39,9;16,6;28,7;53,7;12,8;9,7;9,6;11,8;13,8;2,2
"Amsterdamse Poort";900;24,5;19,8;62,9;4,4;22;80,9;2,1;26,2;28,6;39,5;45,7;0,2
"Hoptille";1400;20,7;16,6;63,5;4,3;18,7;80,4;2,2;20,3;18,8;27;31,4;0
"Rechte H-buurt";2400;23,3;18,3;58;6,5;22,4;68,9;5,6;21,7;23,2;30,2;34,5;1
"Hakfort/Huigenbos";1900;22,9;17,8;58;4,5;22;70,5;4;22,4;21,4;27,7;33,9;0,2
"Huntum";200;41,4;35,1;34,7;28,3;;;;;;;;
"Vogeltjeswei";600;31,4;25,5;42;15,4;30,3;42,9;22,8;10,4;14,1;17;19,3;43,7
"Nelson Mandelapark";0;;;;;;;;;;;;
"Bijlmer Oost (E,G,K)";23500;28,9;23,2;48,3;12,7;26,1;59,1;10,1;14,7;17,3;22,1;25,4;2,2
"E-buurt";1500;35,5;25,2;42,8;22;29,6;41,8;26,1;6,7;5,4;7;9,6;7,2
"G-buurt West";3000;32,1;26,8;41,6;15,3;29,1;51,6;13,6;11;10,7;14,3;16,8;3,8
"Bijlmermuseum Noord";1800;21,3;17,2;64,3;4;21,2;76,2;2,3;20,6;28,2;35,9;41,1;0,9
"Kortvoort";2300;25,1;20,6;54,6;7,1;22,6;72;3,1;18,8;23,7;30,7;35,2;1,2
"Kelbergen";800;24,8;19,8;53,3;8,3;24,8;57;9;12,6;14,3;18,8;21,7;1,5
"K-buurt Midden";1800;25,3;20;52,9;7,9;22,7;70,9;3,7;18,2;20,1;26,3;30,6;0,1
"K-buurt Zuidoost";1000;35,6;25,5;37,7;22;30,7;38,2;21,2;9,6;7,7;10,4;12,6;5,5
"K-buurt Zuidwest";1100;29,6;23;48,1;15,2;28,5;44,5;19,1;11,9;15,5;18,1;20,7;17,9
"Grunder/Koningshoef";1300;31,7;24,8;40,4;18;29,5;41,4;15,8;8,3;9,5;11,7;13,9;8,4
"G-buurt Oost";2700;35,2;31,1;38,2;19,3;31,1;49,3;13,1;7,4;9,8;13,2;15,2;81,8
"Kantershof";1800;28,5;23,9;46,4;12,1;26,1;59;10,5;13,7;21,4;25,2;28;8,7
"Gooise Kant";500;41,9;29,6;26,6;28,6;36,6;21,4;29,4;4,1;3,3;3,7;5;131,4
"G-buurt Noord";1400;22;17,8;61,8;3,3;20,6;77,9;2,5;29,5;31,4;38,5;43,1;0,2
"Bijlmermuseum Zuid";2400;24,9;19,7;54,9;8,2;23,6;67,3;4,7;18,8;19,7;26;29,9;1,3
"Nellestein";2600;35,5;30,1;32,7;20,8;30,7;49,7;9,1;7,3;8,4;11;13,2;30,7
"L-buurt";2500;35,4;30;32,6;20,7;30,5;50;8,7;7,4;8,5;11,2;13,3;29,9
"Gaasperpark";0;;;;;;;;;;;;
"Gaasperplas";0;;;;;;;;;;;;
"Holendrecht/Reigersbos";14300;27,4;22;48,7;10,3;26;56,9;8,3;13,5;16,6;22;25,5;3,2
"Holendrecht West";2200;21,1;16,3;63;2,8;21,3;72;3,1;19,8;29,7;36,7;41,9;0,9
"Reigersbos Noord";3300;24,2;18,7;56,1;6,2;23,7;62,7;6,4;17,5;19,5;26,8;31,4;1,3
"Holendrecht Oost";2100;32,2;26,7;38,6;17;32,1;35,6;16;4,9;6,8;8,2;10,5;124,1
"Gaasperdam Noord";1500;29,2;24,1;44,2;12,3;27;54,6;7,7;14;14,6;21,2;24,1;4
"Gaasperdam Zuid";1200;26,8;22,7;47,7;10;24,7;64;3;12,1;14,8;20,2;24,2;5,5
"Reigersbos Midden";2000;28;23,2;45;10,4;26,1;58;8,3;12,7;15;20,3;23,4;5,3
"Reigersbos Zuid";2000;32,5;26,5;39;16,6;30,1;44,5;14,8;9,1;10,1;13,5;15,4;19,4
"Gein";9000;31;25,3;42,8;14,5;28,7;48,1;12,2;11,2;12,1;16,3;19,3;11,4
"Gein Noordwest";2300;26,6;21,6;51,1;9,2;24,2;65,3;4,8;17,1;20,7;27,4;31,7;1,8
"Gein Zuidwest";1300;26,2;20,8;51,2;9,1;24,5;61,8;4,8;15,9;16,7;22,4;27,9;1,8
"Gein Noordoost";2700;37,3;30,8;31,3;22,2;36,7;21,8;27,2;2,2;1,8;2,3;3,1;248,1
"Gein Zuidoost";2700;30,7;25,4;43;13,9;28,6;46,4;10,4;10,9;10,4;14,6;17,1;6,9
"Driemond";1300;37,6;29,6;36,2;22,8;35;32,6;26;4,4;4,5;6,3;8,4;137,9
"Dorp Driemond";1200;36,7;29,3;36,7;21,7;34,3;34,2;23,6;4,6;4,8;6,7;9;114,2
"Landelijk gebied Driemond";100;;32,1;;;;;;;;;;
