"Wijken en buurten";"Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Inkomen van personen/40% personen met laagste inkomen (%)";"Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Gem. gestandaardiseerd inkomen van huish (x 1 000 euro)";"Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%)";"Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 110% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 120% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)"
"Van der Pekbuurt";3700;31,3;25,4;52,9;10,9;;63,5;7,5;17;21,2;27,9;32,4;3,1
"IJplein/Vogelbuurt";6400;33,4;27,5;49,4;14;30,8;58,9;9,9;14,3;18,3;24,5;28,2;5,1
"Vogelbuurt-Noord";900;;;48,3;14,8;;58,5;8,9;13,5;16,2;21,9;26,4;7,5
"Vliegenbos";100;;;37,3;32,8;;;;;;;;
"Vogelbuurt-Zuid";3400;32,1;26,3;51,1;12,7;;58,7;10,5;13,9;18,4;25,1;28,7;3,6
"IJplein e.o.";2100;;;48,1;14,5;;61,5;7,6;15,5;19,7;25,6;29,3;6,7
"Tuindorp Buiksloot";1500;;;47,7;12,5;;55,4;12,4;9,7;13,6;20,8;25,2;6,1
"Blauwe Zand";1500;;;47,7;12,5;;55,4;12,4;9,7;13,6;20,8;25,2;6,1
"Tuindorp Nieuwendam";2800;34,7;28,3;46,7;14,8;;58,5;10,4;8,5;12,7;18,1;22,5;13,4
"Tuindorp Nieuwendam-West";900;;;46,4;15,3;;56,1;10,8;6,2;10,2;14,9;19,1;18,7
"Tuindorp Nieuwendam-Oost";2000;;;46,9;14,5;;59,5;10,3;9,5;13,8;19,5;24;11,6
"Noordelijke IJ-oevers-Oost";300;;;48,3;17,1;;73,5;8;25,1;21,5;24,2;26,5;0,9
"Hamerstraatkwartier-West";300;;;46,6;17,2;;73,1;8,2;24;20,6;23;25,5;0,7
"Hamerstraatkwartier-Oost";0;;;;;;;;;;;;
"Bedrijventerrein Nieuwendammerdijk";0;;;;;;;;;;;;
"Waterland";1900;;;36,5;32,5;;26,7;39,2;6,3;6,9;7,7;8,6;773,7
"Noorderstrook-West";100;;;;;;;;;;;;
"Noorderstrook-Oost";0;;;;;;;;;;;;
"Zunderdorp";400;;;36,9;26,7;;31,2;35,1;7,1;8,6;10,7;11,7;729,9
"Schellingwoude-West";100;;;;;;;;;;;;
"Schellingwoude-Oost";500;;;36,5;39;;22,7;44,6;4;4,8;5,2;5,6;619,4
"Schellingwoude-Noord";0;;;;;;;;;;;;
"Zwarte Gouw";0;;;;;;;;;;;;
"Holysloot";200;;;34,4;27,5;;19,8;39,6;2,9;3,9;3,9;3,9;1007,1
"Ransdorp";300;;;34,3;33,9;;20,5;40,9;3,8;4,6;6,1;6,9;866,4
"Durgerdam";400;;;35;34,6;;20,6;42,6;2,5;2;2;3;899
"Driemond";1300;;;36,4;24,1;;29,6;27,2;4,4;5,4;7,2;9,1;205,4
"Landelijk gebied Driemond";100;;;37,1;35,3;;;;;;;;
"Dorp Driemond";1200;;;36,3;23;;31,1;25;4,5;5,6;7,5;9,5;186,8
"Bloemendalerpolder";2700;75,1;48,9;14,4;59;;6;70,4;0,5;0,4;0,5;0,7;516,1
"Weespersluis-Noord";0;;;;;;;;;;;;
"Waterrijk";100;;;;;;;;;;;;
"Lanenrijk";1300;;;8;65,6;;5,7;74,2;0,4;0,4;0,6;0,7;478,7
"Vechtrijk";200;;;12,4;59,8;;;;;;;;
"Leeuwenveld";1100;;;22,2;51,1;;7,5;64,6;0,8;0,6;0,6;0,8;581,3
"Bedrijventerrein Nijverheidslaan";0;;;;;;;;;;;;
"Weesp-Noordwest";6300;39,1;31,8;38,1;19,2;35,7;45;14,8;6,9;8,5;12;14,8;40,4
"Bedrijventerrein-Noord Weesp";100;;;18,5;41,7;;;;;;;;
"Hogewey-Noord";700;;;25,9;30,2;;28,1;26,2;3,6;4,1;5,2;5,4;221,7
"Hogewey-Midden";1500;;;39,2;16,2;;44,8;12,8;5,1;6,6;9,6;12,6;45,1
"Hogewey-Zuid";1600;;;44,3;15,8;;48,3;17,4;7,7;11,3;15,3;19;34,3
"Weesp Dichtersbuurt";1600;;;31,6;21,8;;44,1;10,7;6,7;7,3;10,8;13;50,8
"Weesp Schildersbuurt";900;;;48,4;14,5;;57;12,1;12;13,3;19,5;23,7;7,6
"Weesp Binnenstad/Zuid";4600;46,8;39;36,4;27,3;42,3;42,2;24;6,7;7,3;10,1;13,1;197,7
"Herensingelkwartier";800;;;31,6;30,3;;39,7;24,8;6,2;6,4;8,3;10,2;244,4
"Bedrijventerrein Van Houten";400;;;41,3;29,1;;51,1;27,7;24,7;18,5;21,1;21,6;5,5
"Weesp Centrum";1900;;;33,7;29,6;;39,7;23,4;4,7;5,7;8,6;11,4;245,7
"Weesp-Zuid I";500;;;50,2;14,1;;67,9;10,4;4,9;10,8;15,7;24,5;26,8
"Weesp-Zuid II";500;;;43,5;17,9;;47,3;20,4;7,9;7,6;11,6;15,6;30,2
"De Klomp";500;;;31,2;34;;12,2;42,9;1,2;1,6;2;2;524,3
"Aetsveld/Oostelijke Vechtoever";3700;44,2;37,2;33;24,9;;27;30,4;2,9;3,2;5,5;7,1;344,2
"Aetsveldsepolder";400;;;32,4;31,2;;18,6;51,5;4,2;3,6;4,7;4,7;711,2
"Aetsveld-Zuid";1500;;;30,3;23,7;;28,3;25,4;1,9;2,5;5;6,7;263,5
"Aetsveld-Noord";1300;;;34,1;22,2;;28,2;26,2;3,6;3,9;6,7;8,8;330,6
"Oostelijke Vechtoever";500;;;39,1;31,1;;26;42,3;3,2;2,7;4,5;5,5;635,1
"Amstel III/Bullewijk";2800;37,3;35,1;39;16,5;;71,2;2,9;5,2;4,1;5,7;7,5;0
"Hoofdcentrum-Zuidoost";0;;;;;;;;;;;;
"Amstel III deel C/D-Noord";0;;;;;;;;;;;;
"Amstel III deel A/B-Noord";500;;;16,9;20,3;;51,6;3,5;2,1;1,5;1,8;2,1;0,1
"Amstel III deel C/D-Zuid";0;;;;;;;;;;;;
"Amstel III deel A/B-Zuid";2200;;;42,9;15,7;;74,4;2,6;4,3;3,2;4,6;6,6;0
"AMC";0;;;;;;;;;;;;
"Hoge Dijk";100;;;;;;;;;;;;
"Venserpolder";6800;31,9;26,7;47;11,2;28,6;63,3;5,5;14,2;18,5;23,1;26,2;3,1
"Venserpolder-West";4000;31,6;26,3;47,9;10,8;28,3;64,6;4,8;14,4;19,7;24,7;27,6;2,7
"Venserpolder-Oost";2800;32,5;27,2;45,8;11,9;;61,5;6,6;13,9;16,8;20,8;24,1;4,3
"Amsterdamse Poort e.o.";6400;31,2;26,3;50,3;12;27,2;68,6;8,6;10,8;13;17,2;20,2;0,8
"D-buurt";1600;;;74,7;3,1;;93;0,8;12;11,9;19,7;25,7;-2,2
"F-buurt";3500;36,6;30;39,7;16,7;;53,3;13,2;8,1;8,9;11;12,7;3
"Amsterdamse Poort";800;;;56,8;6,1;;78,2;2,2;20,4;28,2;37,4;41,8;0,8
"Vogeltjeswei";500;;;39,7;15,8;;40,3;27;8;13,7;15,2;17,1;118,3
"Nelson Mandelapark";0;;;;;;;;;;;;
"H-buurt";5900;26,5;21,5;57,5;6,4;25,7;68,6;5,3;16,7;21,2;26,7;30,6;0,8
"Hoptille";1500;;;58,6;6,1;;78;2,4;16,9;19,4;24,5;28,7;0,3
"Rechte H-buurt";2400;;21,6;57;6;;66,1;5,9;16,6;22,5;27,8;31,1;1,3
"Hakfort/Huigenbos";1900;;;59,1;5,2;;66,7;5;17,4;22;28,5;33,3;0,2
"Huntum";200;;;34;31,4;;;;;;;;
"Ganzenhoef e.o.";6000;34;27,4;45,9;14,8;30,5;55;13,8;11,9;14,6;18,3;20,8;2,4
"E-buurt";1600;;;42,2;22,7;;42,1;30;6,3;6,3;7,6;9,1;9,2
"G-buurt-West";3000;35,3;29,4;41,7;15,9;;51,4;12,5;8,5;11,1;14;16,1;4
"G-buurt-Noord";1400;;;59,1;3,6;;72,5;3;21,9;27;33,8;37,9;0,6
"Geerdinkhof/Kantershof";6000;36,9;31,4;40,8;17,2;33,3;51;13,9;8,1;13,5;16,1;18,7;50,5
"G-buurt-Oost";2800;39,7;35,6;38;19,7;;51,3;12,9;6,3;10,4;13,2;15,8;141,4
"Grunder/Koningshoef";1400;;;40,7;18,4;;40,4;19,5;6,3;9,1;10,1;12,8;15,7
"Kantershof";1800;;;45,1;12,6;;57,1;11,9;11,8;21,1;24,4;27;9,4
"Bijlmermuseum";6100;27,9;22,5;54,4;7,1;26,8;67,7;4,7;14,3;21,6;27,2;30,8;1,1
"Bijlmermuseum-Noord";1900;;;59,1;4,3;;71,8;3,4;15;26,9;34,2;38;1,2
"Bijlmermuseum-Zuid";2500;;23,5;52,6;8,9;;63,6;6,3;13,2;18,3;23,4;26,7;1,6
"De Kameleon e.o.";1800;;;51,8;7,5;;69;4,1;14,9;20,2;24,8;28,2;0,3
"K-buurt";5700;33,6;26,3;46,4;14,7;30,5;54,5;13,2;12,5;16,6;20,7;23,8;3,6
"Gooise Kant";500;;;29,6;29,8;;23,1;35,1;2,8;2,8;3,6;4;190,9
"Kortvoort";2300;;24,4;51,9;8,3;;68,1;4,3;16,8;23,5;29,5;33,9;2,1
"Kelbergen";800;;;52,3;8,9;;54,1;11;12,2;13,4;17,8;21;3,7
"K-buurt-Zuidwest";1100;;;45,8;16,4;;43,1;20,9;9,1;13,8;15,8;17,1;20,5
"K-buurt-Zuidoost";1000;;;38,1;25,1;;41;23,1;7,7;7,9;9,4;11,8;8
"Holendrecht";7600;29,6;23,8;52,2;8,7;29,5;56,4;8,8;11;17,8;23,3;27;2,7
"Holendrecht-West";2100;;18,9;63,1;3,5;;69,7;3,9;13,9;28,2;35,9;40,8;1,3
"Holendrecht-Oost";2100;;;38;17,4;;36;17,3;4,3;6,6;8,1;9,4;154,3
"Holendrecht-Zuid";3400;28,7;22,9;53,9;6,6;;59;7,3;12,9;17,3;23,5;27,8;2
"Nellestein";2600;40,4;34,1;32,5;21;;48;9,4;7,1;8,8;11,8;13,7;33,1
"L-buurt";2600;40,4;34,1;32,5;21,1;;48;9,3;7,1;8,8;11,9;13,8;33,1
"Gaasperpark";0;;;;;;;;;;;;
"Gaasperplas";0;;;;;;;;;;;;
"Reigersbos";6800;33,2;27,5;42,9;12,8;30,9;54,1;9,3;9,6;13,2;17,6;20,6;8,3
"Reigersbos 1";1600;;;43,6;12,5;;54,4;8,2;11,2;13,6;19,2;22,2;5,1
"Reigersbos 2";1200;;;46,4;10,3;;62,9;4,2;10;15;19,2;23,7;6
"Reigersbos 3";2000;;;44,3;10,8;;57;9,1;9,9;14,5;19,4;22,3;6
"Reigersbos 4";2000;;;38,9;16,5;;43,8;14,6;7,6;10,1;12,9;15;21,6
"Gein";9100;34,6;28,7;42;14,8;32,8;47,1;13;8,7;11,5;15,4;18,2;14,1
"Gein 1";2400;;25;49,2;9,5;;63,5;6,3;13,6;19,3;25,5;29,4;2,6
"Gein 2";1300;;;48,4;10,3;;60,7;6,5;11;15,1;20,7;25;2,3
"Gein 3";2700;40,2;34,2;32,4;21,7;;21,7;26,6;2,5;1,8;2,5;3,5;333,9
"Gein 4";2700;34,7;28,5;42,3;14,7;;45,4;11,5;8,1;10,5;14,2;16,4;9,7
