"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Weesperzijde Midden/Zuid";3265;1630;1640;390;255;1565;680;385;2325;685;210;45;785;635;135;25;110;65;300;45;14;15;3;1900;1020;540;340;1,7;18144
"Parooldriehoek";670;330;345;35;435;145;50;5;605;35;30;0;345;260;55;5;25;30;145;0;6;0;0;570;515;20;35;1,2;9629
"Oosterparkbuurt";10625;5265;5360;1200;1040;4480;2585;1325;7325;2150;915;235;2185;3750;1020;105;775;480;1370;125;12;65;6;6315;3705;1410;1200;1,7;14758
"Oosterparkbuurt Noordwest";3670;1800;1870;300;360;1710;840;460;2615;680;300;75;795;1230;275;45;245;145;520;45;11;10;4;2345;1485;510;350;1,6;17471
"Oosterpark";115;55;55;5;5;55;35;10;100;5;10;0;25;25;5;0;5;0;15;0;0;0;9;100;90;5;10;1,1;500
"Oosterparkbuurt Zuidoost";3715;1820;1895;475;360;1495;915;470;2495;840;275;105;855;1015;310;25;195;120;365;45;13;20;6;2080;1110;515;455;1,8;23219
"Oosterparkbuurt Zuidwest";3125;1580;1545;420;310;1225;790;385;2125;630;325;55;505;1485;430;40;320;220;470;35;12;25;9;1790;1025;375;385;1,7;26058
"Dapperbuurt";10045;4895;5150;1180;1150;3840;2445;1430;6670;2125;945;305;1795;3760;1075;115;795;590;1180;125;12;95;9;5665;3270;1200;1190;1,7;17025
"Dapperbuurt Noord";4240;2015;2220;455;460;1675;980;660;2845;850;405;140;765;1685;465;55;350;295;520;45;10;50;11;2445;1415;540;490;1,7;21205
"Dapperbuurt Zuid";3750;1850;1890;380;440;1505;965;450;2570;740;355;85;690;1455;475;35;295;225;425;45;13;25;6;2270;1415;445;410;1,6;22035
"Oostpoort";2060;1025;1035;340;250;660;495;320;1255;535;185;85;340;625;135;20;160;70;240;30;15;25;11;950;445;215;290;1,9;9355
"Transvaalbuurt";9100;4440;4660;1185;1125;3580;2165;1060;6090;1970;805;235;1460;3955;1480;110;700;615;1045;120;13;70;7;4950;2645;1115;1195;1,8;24600
"Transvaalbuurt West";4055;1970;2080;460;500;1555;1010;530;2665;865;405;120;625;1810;650;40;365;270;490;50;12;35;8;2285;1265;520;495;1,8;22517
"Transvaalbuurt Oost";5050;2470;2575;720;625;2020;1155;535;3420;1110;405;115;835;2140;830;70;340;340;560;75;15;35;7;2665;1380;590;700;1,9;26574
"Indische Buurt West";12515;6215;6300;1540;1580;5410;2720;1265;8640;2615;1015;245;2320;5545;2120;135;915;905;1470;165;13;65;5;7000;3800;1640;1565;1,8;26634
"Noordwestkwadrant Indische buurt Noord";3940;2020;1915;490;455;1870;840;285;2855;740;285;55;920;1290;425;40;225;170;435;55;15;20;5;2340;1340;535;460;1,7;23165
"Noordwestkwadrant Indische buurt Zuid";4565;2215;2350;490;610;2125;935;400;3325;840;320;75;885;1785;655;55;290;280;510;65;14;15;3;2615;1425;700;495;1,7;30433
"Zuidwestkwadrant Indische buurt";4015;1980;2035;560;515;1410;950;575;2460;1035;415;105;520;2465;1045;35;400;455;530;45;11;25;6;2045;1035;400;610;2;25094
"Indische Buurt Oost";9755;4855;4900;1300;1125;3430;2515;1380;6090;2415;935;310;1410;5060;1935;110;770;955;1295;125;13;100;10;5150;2725;1130;1295;1,9;10376
"Noordoostkwadrant Indische buurt";5770;2880;2885;735;625;2055;1445;905;3600;1365;600;205;820;2970;1065;55;485;540;820;70;13;65;12;3130;1750;650;725;1,8;22177
"Zuidoostkwadrant Indische buurt";3535;1750;1785;515;440;1265;905;415;2225;915;305;95;500;1985;835;45;260;395;455;45;13;30;8;1800;880;415;505;2;25271
"Zeeburgerdijk Oost";430;215;220;50;55;110;155;60;255;135;30;15;90;110;40;0;25;15;25;0;9;0;2;210;85;60;60;2;4789
"Flevopark";20;5;10;5;5;10;5;0;10;5;5;0;5;0;0;0;0;0;0;0;0;0;0;10;5;0;0;1,6;39
"Oostelijk Havengebied";18755;9470;9290;2550;1900;5775;6445;2090;11750;5160;1515;325;3800;4165;820;165;960;440;1780;240;13;60;3;9570;4120;2680;2770;2;12180
"Oostelijke Handelskade";1415;745;670;185;100;630;390;105;875;415;110;15;375;450;100;10;70;40;230;25;18;5;2;730;275;275;180;1,9;6139
"Rietlanden";2410;1210;1205;310;230;865;730;270;1520;655;190;55;515;680;140;15;165;100;260;40;16;10;4;1250;525;390;335;1,9;8941
"Java-eiland";3085;1540;1540;385;290;840;1105;465;1860;885;260;75;620;470;70;25;95;40;245;30;9;10;3;1615;710;465;440;1,9;18135
"KNSM-eiland";2390;1240;1145;230;175;620;940;415;1375;720;230;60;495;440;60;20;130;40;190;20;9;10;4;1385;715;375;295;1,7;18385
"Sporenburg";2805;1375;1430;475;370;715;1095;150;1805;825;155;15;515;405;50;35;100;45;185;15;5;10;2;1170;345;315;515;2,4;17531
"Borneo";2780;1385;1395;540;355;750;960;175;1855;715;185;30;490;510;150;25;110;30;190;35;14;5;1;1190;375;285;525;2,3;23150
"Entrepot-Noordwest";1435;715;725;160;150;460;475;185;875;365;160;35;290;560;130;20;135;55;220;15;10;15;8;785;400;170;215;1,8;13036
"Architectenbuurt";1705;855;850;155;150;515;615;270;1060;425;190;30;345;490;105;10;140;75;160;25;13;5;4;1020;555;275;195;1,7;17040
"Bedrijvengebied Veelaan";35;10;20;0;0;10;15;5;20;10;5;5;0;5;0;0;0;0;5;0;0;0;0;25;15;10;5;1,5;850
"Bedrijvengebied Cruquiusweg";545;305;235;70;65;325;75;10;410;110;20;5;115;140;5;5;10;10;95;30;52;0;2;310;155;100;55;1,7;3188
"Bedrijvengebied Zeeburgerkade";160;85;75;25;15;55;35;30;100;50;5;0;40;10;0;0;5;0;5;0;19;0;6;95;60;20;20;1,7;3220
"Zeeburgereiland/Nieuwe Diep";4985;2460;2525;715;1130;2240;685;215;3800;890;265;30;1130;1555;215;95;305;140;810;70;15;10;2;2985;1770;660;555;1,7;2010
"Zeeburgereiland Noordwest";20;10;10;10;0;5;5;0;10;5;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;2,5;57
"Zeeburgereiland Zuidoost";495;205;290;5;400;90;5;5;485;10;0;0;165;130;5;20;25;10;70;0;2;5;4;450;420;30;5;1,1;2161
"Zeeburgereiland Zuidwest";260;125;135;10;130;90;20;5;245;10;5;0;85;10;0;5;0;0;5;0;4;0;0;200;165;30;10;1,3;1524
"Nieuwe Diep/Diemerpark";75;45;30;10;10;10;30;10;45;20;5;0;15;0;5;0;0;0;0;0;0;0;0;35;15;10;10;2,1;63
"RI Oost terrein";4095;2060;2040;685;580;2035;610;190;2985;840;250;25;870;1410;205;70;275;130;725;70;17;5;1;2265;1160;580;525;1,8;14131
"Zeeburgereiland Noordoost";35;20;15;0;0;10;15;5;25;5;5;0;10;5;0;0;0;0;0;0;27;0;0;20;10;5;5;1,7;154
"IJburg West";15705;7845;7860;3495;2255;4680;4450;825;9970;4490;1080;165;2830;5635;1420;230;1295;475;2220;190;12;40;2;6390;2075;1260;3055;2,4;14021
"Steigereiland Noord";1595;800;795;360;200;565;415;60;1040;405;135;15;330;580;195;10;155;45;175;30;19;5;1;700;240;170;295;2,3;11400
"Steigereiland Zuid";2680;1360;1315;665;450;585;865;115;1760;740;155;20;385;865;205;45;210;60;340;25;8;10;4;940;255;130;560;2,8;11652
"Haveneiland Zuidwest/Rieteiland West";2800;1405;1390;620;470;525;1030;150;1715;900;155;30;495;615;80;30;170;55;285;20;6;0;1;1000;195;210;595;2,8;10367
"Haveneiland Noordwest";2840;1425;1420;510;350;1100;660;220;1810;775;220;40;585;1150;250;55;220;100;525;30;11;10;4;1390;630;300;460;2;16729
"Haveneiland Noordoost";5785;2850;2935;1340;780;1905;1485;275;3640;1675;405;60;1040;2425;695;80;545;210;890;90;15;10;2;2360;755;455;1150;2,5;18658
"Sloterdijk";510;285;225;55;25;325;75;25;405;70;35;0;130;60;5;5;10;5;40;10;23;0;2;300;150;110;40;1,7;426
"Woon- en Groengebied Sloterdijk";450;240;210;55;20;305;45;25;360;65;25;0;110;40;0;5;5;0;30;15;27;0;0;245;100;105;40;1,8;867
"Bedrijventerrein Sloterdijk I";60;45;15;0;5;25;30;0;45;0;10;0;20;20;0;0;5;0;10;0;0;0;17;55;50;5;0;1,1;88
"Landlust";18935;9290;9650;2630;2295;8435;3995;1585;13045;4120;1420;350;3505;8080;3095;180;835;1730;2240;285;15;80;4;10380;5460;2525;2400;1,8;18566
"Bedrijventerrein Landlust";540;285;260;35;45;390;45;30;435;80;20;5;170;125;20;5;15;20;65;15;22;5;2;365;230;105;30;1,5;4945
"Bosleeuw";5705;2745;2960;835;895;2235;1240;495;3715;1480;400;110;990;2985;1165;35;235;920;635;75;13;20;4;2915;1470;660;790;1,9;16771
"Landlust Zuid";4110;2040;2065;545;365;1995;845;360;2925;775;320;85;800;1350;510;45;170;195;440;75;19;25;6;2330;1230;615;485;1,8;20535
"Erasmusparkbuurt Oost";1870;895;970;315;235;705;455;160;1280;415;140;35;430;620;235;20;70;90;205;30;16;5;3;970;465;235;275;1,9;23363
"Gibraltarbuurt";4310;2170;2140;550;450;2030;935;350;3005;860;365;80;760;1845;695;55;195;280;620;60;14;15;3;2505;1395;600;510;1,7;22689
"Landlust Noord";2405;1150;1255;350;310;1080;475;185;1685;510;165;45;355;1155;475;25;150;225;285;30;12;10;5;1295;670;315;310;1,8;24040
"Erasmuspark";5840;2765;3070;640;640;2990;1100;475;4190;1180;360;105;1315;1700;510;35;155;435;575;100;17;25;4;3345;1715;1000;635;1,7;16217
"Erasmusparkbuurt West";4080;1930;2155;445;420;2135;750;330;2920;840;255;65;950;1100;290;25;105;285;395;75;19;20;5;2355;1195;725;440;1,7;13603
"Robert Scottbuurt Oost";1755;840;915;195;220;850;345;145;1270;340;105;40;360;605;220;10;50;150;170;20;12;5;4;990;515;275;195;1,8;25100
"De Kolenkit";11020;5530;5495;1870;1620;4660;1960;910;7190;2855;740;240;1540;6535;2965;110;550;1555;1355;165;15;95;9;5555;2955;1125;1470;2;15306
"Robert Scottbuurt West";2015;970;1040;185;285;950;335;255;1375;405;150;80;380;890;300;20;105;195;270;10;7;30;16;1300;940;180;180;1,5;14393
"Laan van Spartaan";2220;1110;1110;405;465;915;295;145;1575;485;130;35;405;1065;410;40;140;155;325;45;20;20;8;1225;730;215;280;1,8;13894
"Kolenkitbuurt Zuid";2260;1145;1115;340;290;960;440;225;1405;635;155;65;310;1335;610;20;120;370;225;30;12;25;12;1080;500;260;310;2,1;18800
"Kolenkitbuurt Noord";4530;2305;2225;935;580;1835;890;285;2835;1330;300;55;445;3230;1655;30;190;825;535;80;17;15;4;1945;785;465;695;2,3;15087
"Geuzenbuurt";6770;3280;3485;800;740;3355;1285;585;5045;1210;395;105;1630;1390;300;55;205;175;660;110;16;25;4;3995;2195;1085;715;1,7;24168
"Geuzenhofbuurt";1705;800;905;140;165;1015;260;135;1365;225;85;20;465;225;30;5;25;25;145;30;16;5;4;1140;710;300;130;1,5;21275
"Trompbuurt";3180;1515;1665;425;375;1505;590;285;2335;620;175;50;750;605;120;30;90;90;280;55;18;10;3;1780;905;500;375;1,8;26533
"Pieter van der Doesbuurt";1885;965;915;230;200;845;435;170;1345;370;135;30;410;565;155;20;90;70;235;30;14;10;4;1080;580;285;220;1,7;26871
"Van Galenbuurt";8245;4555;3695;985;950;3720;2020;575;6025;1170;935;115;1295;4160;1195;195;845;535;1385;125;15;40;5;3345;1915;820;615;1,7;28434
"John Franklinbuurt";1980;965;1010;230;185;950;430;180;1440;330;170;30;430;645;200;25;90;110;220;40;19;10;5;1195;670;305;225;1,7;28271
"Jan Maijenbuurt";2240;1055;1180;240;270;960;560;205;1580;410;210;45;360;1010;300;25;165;245;280;35;14;10;4;1335;785;305;250;1,7;27975
"Orteliusbuurt Noord";1360;665;695;155;125;635;275;165;925;260;140;40;245;505;165;15;75;80;170;10;10;15;9;810;455;210;140;1,7;33975
"Mercatorpark";2670;1870;800;350;365;1170;755;30;2080;170;415;5;260;1995;530;130;510;100;725;45;17;15;4;0;0;0;0;1;26700
"Hoofdweg e.o.";10345;5135;5215;1220;1085;4775;2285;985;7220;2015;915;200;2015;3685;1125;115;510;740;1185;170;16;85;8;6010;3340;1500;1165;1,7;25868
"Balboaplein e.o.";3045;1500;1545;380;350;1440;640;235;2155;560;280;45;530;1200;340;30;160;330;345;40;14;15;5;1725;920;455;350;1,8;25358
"Columbusplein e.o.";3495;1790;1710;440;360;1525;825;340;2360;765;315;55;595;1470;510;45;185;255;475;60;18;20;6;2020;1140;445;440;1,7;24979
"Orteliusbuurt Midden";1935;940;990;225;195;915;435;165;1390;355;165;20;435;520;165;20;70;75;190;40;20;5;4;1155;630;310;215;1,7;32217
"Orteliusbuurt Zuid";1875;905;970;170;185;895;375;245;1310;335;150;80;450;490;115;25;90;75;185;25;13;45;23;1110;660;290;160;1,6;23425
"Westindische Buurt";6835;3225;3610;865;640;3400;1315;615;4975;1275;460;130;1645;1380;255;75;190;225;635;130;19;30;4;3905;1970;1150;785;1,7;21363
"Paramariboplein e.o.";3795;1805;1985;510;355;1930;700;300;2780;705;230;70;975;805;170;45;100;125;365;65;18;20;5;2155;1100;615;445;1,8;23713
"Postjeskade e.o.";3045;1420;1625;355;290;1470;615;315;2190;570;230;55;665;575;85;25;90;95;270;60;20;10;4;1750;870;535;340;1,7;19013
"Hoofddorppleinbuurt";11775;5465;6315;1370;1135;5510;2575;1185;8450;2330;780;220;2900;1750;200;80;280;155;1035;215;18;45;4;6965;3745;1905;1315;1,7;13858
"Surinamepleinbuurt";1555;695;860;205;150;690;310;195;1100;345;80;35;365;190;15;10;25;15;120;20;12;5;4;915;530;205;180;1,7;19450
"Westlandgrachtbuurt";3600;1675;1930;445;325;1675;785;365;2585;695;250;75;855;570;65;25;100;60;320;75;21;20;5;2100;1095;585;415;1,7;22506
"Aalsmeerwegbuurt West";2525;1155;1370;275;215;1345;490;200;1830;500;160;35;620;420;40;15;60;30;275;60;23;10;3;1480;745;485;260;1,7;25240
"Aalsmeerwegbuurt Oost";2165;1025;1135;220;195;1000;535;215;1555;415;160;35;530;330;60;20;65;30;160;35;16;10;4;1300;690;370;245;1,7;19673
"Legmeerpleinbuurt";1675;770;905;220;150;715;400;190;1180;345;115;35;415;215;20;10;40;15;130;30;16;10;5;975;520;255;200;1,7;23900
"Bedrijventerrein Schinkel";260;145;120;5;95;80;50;20;205;40;10;5;115;35;0;0;0;5;30;0;0;0;4;195;165;10;20;1,3;791
"Schinkelbuurt";3985;1905;2080;375;450;1835;905;425;2885;675;345;75;1085;790;110;25;155;70;430;45;11;15;3;2535;1550;625;365;1,6;13741
"Schinkelbuurt Noord";2430;1175;1255;210;280;1195;545;200;1805;425;170;35;705;385;45;15;55;30;240;35;13;10;3;1550;930;425;195;1,6;24310
"Schinkelbuurt Zuid";1555;730;825;160;165;640;365;225;1080;245;175;45;375;400;65;15;100;35;190;15;8;5;3;985;620;200;170;1,6;8179
"Willemspark";5565;2735;2835;985;665;1585;1585;750;3300;1805;355;110;1840;715;60;25;80;65;475;50;9;20;4;2670;1165;660;850;2,1;8700
"Valeriusbuurt Oost";1425;710;710;290;185;310;460;185;790;510;95;30;545;145;10;5;15;10;105;10;6;10;5;640;255;135;245;2,2;12955
"Valeriusbuurt West";2580;1250;1335;470;260;830;660;355;1580;785;165;45;800;405;45;10;50;40;255;25;10;10;4;1245;535;320;395;2,1;18429
"Willemsparkbuurt Noord";1565;775;790;225;220;445;455;210;930;505;95;35;490;165;5;5;20;15;120;15;10;5;3;790;375;205;210;2;8226
"Vondelpark West";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Museumkwartier";12535;6140;6395;1740;1315;3775;3230;2475;7160;4150;815;415;3935;1375;55;90;155;105;975;115;9;60;5;6790;3500;1750;1535;1,8;9567
"Johannnes Vermeerbuurt";1505;745;760;225;155;460;410;260;875;485;90;50;525;185;5;20;20;5;135;15;10;10;6;780;380;200;200;1,9;10027
"P.C. Hooftbuurt";785;400;390;85;70;280;210;140;475;255;45;10;300;115;0;5;10;15;80;5;10;5;6;450;245;125;75;1,7;7145
"Concertgebouwbuurt";1830;930;900;295;200;520;505;310;1055;610;115;50;595;210;15;15;20;25;130;25;13;10;6;965;515;210;245;1,9;14085
"Cornelis Schuytbuurt";2870;1420;1450;490;340;780;820;445;1595;1060;150;65;985;290;10;10;20;25;230;25;9;10;3;1430;660;365;400;2;15121
"Banpleinbuurt";785;375;410;110;110;135;230;200;390;300;65;25;205;55;5;5;10;0;40;0;3;0;3;375;165;105;110;2,1;7870
"Hondecoeterbuurt";2005;965;1045;295;205;685;465;365;1185;640;110;70;640;225;15;10;25;15;160;20;9;10;4;1065;510;300;255;1,9;16733
"Harmoniehofbuurt";1370;635;735;105;80;245;280;650;585;515;160;115;255;105;0;5;25;0;65;5;4;10;8;865;525;220;115;1,6;13700
"Museumplein";5;10;5;5;0;0;0;5;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;5;5;0;0;1,6;
"Vondelpark Oost";5;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2,5;
"Duivelseiland";1360;660;700;135;135;675;300;110;1000;265;80;15;430;195;10;15;20;15;135;20;13;10;4;845;490;220;135;1,6;22683
"Stadionbuurt";11865;5615;6250;1550;1075;4555;2870;1810;7660;2680;1195;335;2760;2810;550;120;520;325;1290;145;12;80;7;6790;3635;1575;1580;1,7;12360
"Bertelmanpleinbuurt";1110;535;575;100;100;390;280;230;700;225;150;35;185;355;115;15;75;60;90;5;8;15;12;680;410;150;120;1,6;22200
"Marathonbuurt Oost";1470;695;775;155;160;450;430;275;945;295;190;45;270;390;70;10;80;40;190;10;10;10;7;880;510;170;200;1,7;9807
"Marathonbuurt West";2395;1135;1255;215;215;895;665;400;1585;430;315;65;460;840;190;35;190;80;345;20;8;20;9;1535;980;270;280;1,6;19925
"Olympisch Stadion e.o.";2340;1125;1220;455;160;870;505;350;1375;690;195;80;700;565;110;20;85;65;285;30;13;15;6;1160;485;285;395;2;11152
"IJsbaanpad e.o.";375;180;195;80;50;60;140;50;230;110;30;10;55;15;0;5;0;0;10;5;5;5;3;165;55;35;70;2,3;1639
"Van Tuyllbuurt";4175;1940;2230;540;385;1885;855;505;2820;935;315;105;1080;655;65;40;80;85;375;70;16;25;6;2375;1195;660;515;1,8;20875
"Apollobuurt";8500;4085;4415;1635;895;2085;2335;1550;4500;3125;580;300;2735;955;25;60;80;100;695;110;13;50;6;3935;1620;940;1370;2,2;9659
"Diepenbrockbuurt";805;390;420;170;105;165;240;130;430;320;30;30;210;75;0;0;15;5;55;10;9;5;5;330;120;80;135;2,5;4258
"Beethovenbuurt";1215;580;635;220;155;265;350;230;615;450;100;50;360;140;0;5;15;20;95;20;15;5;7;560;240;125;190;2,2;8100
"Hiltonbuurt";85;40;45;20;15;5;35;10;40;30;10;0;10;5;5;0;0;0;0;0;0;0;0;30;5;10;15;2,7;840
"Minervabuurt Noord";1370;670;695;290;135;285;410;245;700;525;95;40;460;160;5;5;10;25;115;15;12;5;3;600;220;140;245;2,3;9779
"Minervabuurt Midden";2390;1125;1260;460;275;575;635;440;1245;890;165;90;815;280;10;20;10;35;205;25;10;10;5;1110;460;255;390;2,2;15933
"Minervabuurt Zuid";2630;1270;1360;475;210;795;660;490;1460;905;185;85;875;300;5;25;25;20;220;45;17;20;7;1305;575;330;400;2;17553
"IJburg Oost";70;40;35;25;5;25;15;0;50;20;0;0;10;15;0;0;5;5;10;10;141;0;0;25;5;5;15;3,1;178
"Strandeiland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Middeneiland Zuidoost";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Middeneiland Zuidwest";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Buiteneiland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Centrumeiland";70;35;35;25;5;25;15;0;50;20;5;0;10;15;0;0;5;0;15;10;141;0;0;25;5;5;15;3,1;263
"IJburg Zuid";8155;3970;4185;2305;975;2485;2055;340;5290;2280;515;70;1400;3160;855;110;640;370;1180;95;12;20;2;3135;1010;485;1640;2,6;12356
"Rieteiland Oost";345;165;175;120;45;50;125;5;220;115;10;0;60;35;0;0;5;5;30;0;3;0;0;100;5;10;75;3,5;3430
"Haveneiland Oost";6030;2970;3060;1820;715;1750;1540;200;3925;1720;345;45;1065;2150;590;85;405;230;845;75;12;10;2;2205;640;310;1260;2,7;13707
"Haveneiland Noord";1780;830;945;365;215;685;380;130;1145;445;160;30;280;970;265;25;235;135;315;25;13;10;4;830;365;160;305;2,1;16191
"Scheldebuurt";14835;6930;7905;2055;1365;6090;3045;2275;9800;3430;1155;455;3540;1955;255;105;320;160;1115;235;16;130;9;8190;4150;2165;1870;1,8;14985
"Wielingenbuurt";2945;1355;1590;430;270;1165;665;420;1920;740;210;70;770;325;15;20;40;30;215;45;15;15;4;1590;745;435;410;1,9;21036
"Scheldebuurt West";4285;2025;2260;600;425;1690;920;645;2835;990;335;125;995;565;75;20;100;50;315;70;16;25;6;2405;1240;600;565;1,8;17140
"Scheldebuurt Midden";3095;1420;1675;455;290;1290;590;470;2060;740;225;75;770;340;45;25;55;25;190;50;17;15;4;1665;795;480;390;1,9;19350
"Scheldebuurt Oost";2330;1055;1270;310;265;1005;465;285;1605;510;165;50;530;325;45;20;50;15;195;35;14;10;4;1305;665;350;285;1,8;16629
"Veluwebuurt";1495;725;770;170;85;515;330;390;930;250;190;120;265;275;60;15;70;20;110;15;11;60;41;875;575;150;150;1,6;11515
"Kop Zuidas";685;350;335;90;35;425;80;60;450;195;30;10;215;125;10;10;0;20;80;20;29;5;12;350;125;155;70;1,9;4024
"IJselbuurt";5220;2500;2720;540;570;2235;1145;730;3650;950;495;130;1080;1145;255;65;240;105;470;60;12;25;5;3225;1885;775;565;1,6;20092
"IJselbuurt West";2350;1130;1220;235;210;1005;540;365;1645;420;235;55;480;490;80;35;120;35;230;30;12;15;7;1495;900;355;240;1,6;19592
"IJselbuurt Oost";2870;1370;1505;310;365;1235;605;360;2010;530;265;70;600;655;180;35;130;70;245;35;11;10;3;1730;985;425;325;1,7;22100
"Rijnbuurt";9080;4275;4810;935;980;3765;2065;1340;6375;1590;890;235;1735;1910;365;95;355;155;940;110;13;40;5;5650;3310;1370;970;1,6;9365
"Kromme Mijdrechtbuurt";2485;1175;1315;230;265;1055;575;360;1780;405;240;70;500;575;105;30;85;60;290;20;9;10;4;1580;945;380;255;1,6;14624
"Rijnbuurt Oost";2685;1260;1425;275;345;1170;560;335;1910;485;220;60;515;410;60;30;75;40;210;40;16;5;3;1645;930;425;290;1,6;14132
"Rijnbuurt Midden";2195;1010;1185;225;220;1035;435;275;1590;395;155;50;445;305;50;10;60;25;160;30;14;10;4;1325;710;400;215;1,7;8435
"Rijnbuurt West";1675;810;865;190;140;500;485;350;1065;285;270;55;270;615;155;25;130;40;275;15;11;15;9;1075;715;155;205;1,6;20925
"Zorgvlied";45;25;20;10;5;10;15;10;25;15;10;5;5;0;0;0;0;0;5;0;0;0;0;25;15;10;5;1,8;170
"Frankendael";11895;5970;5925;1520;1520;4520;2595;1730;8050;2445;1030;370;2190;3430;795;135;715;250;1535;165;14;125;11;6685;4040;1330;1315;1,7;7527
"De Eenhoorn";2765;1460;1305;220;700;1510;275;65;2385;235;145;5;625;1025;155;45;195;55;580;45;15;10;3;1760;1395;260;110;1,3;15367
"Julianapark";1035;525;505;95;55;575;175;130;720;230;65;20;270;180;5;5;35;20;115;15;17;5;3;600;285;235;85;1,7;5744
"Don Bosco";2105;1060;1045;340;225;730;520;285;1400;535;125;50;415;400;140;20;55;20;165;25;13;10;4;1055;490;250;310;2;13175
"Frankendael";15;5;5;5;0;0;5;0;10;5;0;5;0;0;0;0;0;0;0;0;77;0;0;10;5;0;0;1,6;52
"Tuindorp Amstelstation";835;365;475;120;80;190;245;195;480;170;135;45;100;365;90;15;90;35;135;15;18;5;7;490;270;80;140;1,7;7582
"De Wetbuurt";1820;855;960;275;200;380;545;420;1025;515;165;115;245;360;80;10;85;35;150;20;10;50;28;890;435;190;265;1,9;6493
"Tuindorp Frankendael";2740;1395;1345;380;180;940;690;545;1645;630;355;115;445;770;190;30;190;65;290;35;13;45;18;1575;1000;255;320;1,6;7608
"Van der Kunbuurt";580;295;280;85;90;195;140;75;385;135;50;15;90;330;130;10;65;20;100;10;12;0;5;305;160;60;85;1,9;8300
"Middenmeer";15535;7450;8085;2350;2920;4770;3635;1860;10320;3970;870;385;3380;2465;335;110;425;165;1435;195;13;65;4;8370;4400;1865;2100;1,9;5490
"Linnaeusparkbuurt";2640;1305;1340;455;290;870;650;380;1725;710;165;50;555;255;20;20;45;25;140;25;10;10;4;1325;605;340;385;2;15541
"Middenmeer Noord";2890;1355;1535;540;345;770;820;410;1725;920;170;80;525;325;80;15;70;25;140;35;13;15;5;1295;475;325;490;2,2;15200
"Middenmeer Zuid";4985;2370;2615;945;610;1610;1225;595;3210;1300;325;150;975;560;75;40;105;20;320;90;18;30;6;2420;1025;595;795;2,1;12458
"Sportpark Middenmeer Zuid";295;135;165;25;10;50;70;140;115;90;35;50;50;10;0;5;5;0;5;5;17;5;13;185;105;50;30;1,6;1419
"Sportpark Middenmeer Noord";250;170;85;5;155;90;5;0;235;10;0;0;15;175;15;5;15;5;140;0;0;0;0;240;235;5;5;1;1042
"Park de Meer";1565;750;815;200;200;310;590;270;825;580;115;50;245;395;100;10;100;35;140;10;8;10;5;710;250;210;250;2,2;6023
