"Wijken en buurten";"Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Inkomen van personen/40% personen met laagste inkomen (%)";"Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Gem. gestandaardiseerd inkomen van huish (x 1 000 euro)";"Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%)";"Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 110% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 120% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)"
"De Aker West";3600;38,9;31,2;36,5;25,5;35,2;32,5;31,2;6;6,5;8,8;10,7;176,2
"De Aker Oost";4600;39,1;30,9;39,1;28;37,5;28,7;35,8;5,6;5,3;7,7;9;213,8
"Slotervaart Noord";6000;31,8;24,4;45,2;18;28,1;52,8;15;13,7;13,7;19,2;23,2;7,4
"Oostoever Sloterplas";2000;39,2;32,3;38,4;28,5;34,5;40,7;28,1;5,6;7,7;11,7;14,5;236,8
"Emanuel van Meterenbuurt";1600;33,8;25,3;41,5;20,3;29;50,8;15,3;13,8;12,8;18,1;21,3;8,8
"Jacob Geelbuurt";2400;24,2;17,8;53,5;7,7;22,5;63,4;4,8;19,9;18,9;25,9;31,2;1,1
"Overtoomse Veld";10600;33,1;26,4;41,6;21,1;28,5;50,3;14,8;10,5;10,4;14,4;17,3;2,3
"Overtoomse Veld Noord";4600;30,1;22,7;49,6;17,7;28,2;45,7;17,9;13,7;14,4;19,3;23;2,2
"Overtoomse Veld Zuid";3500;33,9;27,7;33,8;20;28,9;53,3;11,8;8,9;8;12,1;14,5;2,3
"Rembrandtpark Noord";700;34,6;30,4;40,1;26,1;24,6;63,2;11,1;4,9;4,7;5,5;6,2;1
"Rembrandtpark Zuid";700;48,9;42,9;24,7;41,6;37,3;39,9;22,5;4,9;4,1;5,8;7,4;30,1
"Johan Jongkindbuurt";500;19,5;14,9;67,1;3,3;20,1;66,8;9,5;22,1;24,3;34,2;41,4;0,7
"Lucas/Andreasziekenhuis e.o.";500;42,6;39,9;23,4;40,5;28,9;44,4;12,4;2,2;1,3;1,6;1,9;0,3
"Westlandgracht";9000;38,9;33;37;26,6;29,3;57,3;13,8;11,5;10,9;14,8;17,3;1,7
"Koningin Wilhelminaplein";2400;49,5;43;19,2;43,5;36,4;36,6;21,4;3,4;2,9;3,6;4,1;12,6
"Andreasterrein";900;58,2;43,6;32,3;41,8;45,9;31;41,1;7,5;8,3;11;12,1;64
"Delflandpleinbuurt Oost";1000;34,1;26,8;46,5;18,4;27,6;65,8;10,5;17,9;17;23;26,8;1,3
"Delflandpleinbuurt West";3200;32,2;27,4;41,9;17,8;25,9;63;8,9;13,6;13,7;19;22,2;0,8
"Riekerhaven";500;19,5;18,7;68,2;0,9;17,1;95,1;0,2;33,7;29,5;38,2;45,5;-0,4
"Schipluidenbuurt";900;31,6;29,6;41,8;22,2;22,5;70,3;5,2;7,1;5,2;7,5;9,5;0
"Sloter-/Riekerpolder";11200;39,6;32,2;34,5;27,9;35,9;31,8;28,3;5,3;5;7,2;8,9;111
"Riekerpolder";0;;;;;;;;;;;;
"Park Haagseweg";800;53,4;43,8;23,5;40;46,9;13,7;41,9;1,9;1,2;1,4;2,1;403,5
"Nieuwe Meer";100;23,2;19,1;64,1;13;;;;;;;;
"Sloterweg e.o.";200;52,5;40,4;38,9;34,5;46,9;24,8;46,9;4,8;3,8;4,8;7,7;669,3
"Nieuw Sloten Noordwest";2400;37,1;29,5;36,1;25,9;34,5;30,8;28,6;4,5;4,8;7,3;10,1;90,1
"Nieuw Sloten Noordoost";2600;36,3;29,8;34,8;23,9;33,1;35,9;24,2;5,6;4,6;7,2;9,1;30,7
"Belgiëplein e.o.";1000;34,4;30,6;41,2;21,3;30,3;50,7;13,4;8,4;10,4;16;19,6;33,2
"Nieuw Sloten Zuidwest";1900;42,8;34,8;31,1;35,1;41;15,4;44,4;2,1;1,5;2,1;2,6;327,6
"Nieuw Sloten Zuidoost";1600;38,3;29,7;34,3;26,9;34,3;34,5;22,7;4,7;3,5;5,1;5,9;17,3
"Dorp Sloten";600;45,9;37,6;35;28;40,8;30,5;31,4;4,4;5,7;6,6;6,6;236,7
"Slotervaart Zuid";8200;29;22,9;48,9;15,2;24,6;61,2;10,4;13,1;13,2;18,6;22,4;2,2
"Louis Chrispijnbuurt";2600;27,1;21,8;49,5;11,6;24,3;62;8,6;11,7;12;17,4;21,3;3,5
"Jacques Veltmanbuurt";2800;31,6;25,2;43,8;19,1;26,3;57,1;11,4;10,5;10,6;15,4;18,9;4,9
"Staalmanbuurt";2200;31,3;23,2;48,5;17,6;27,7;52,3;16;14,7;15,6;21,6;25,8;2,5
"Medisch Centrum Slotervaart";600;17,6;15,8;70,1;3,7;13,6;91,2;0,3;28,7;22,5;29,8;33,9;-2,6
"Buitenveldert-West";10700;47,2;38,4;32,7;31,4;38,1;45;21,6;6,9;8,3;11,4;14;44,7
"Gelderlandpleinbuurt";3700;45,8;38,4;32,2;30,7;35,6;44,9;20;6,7;8;11,1;13,5;39,2
"Buitenveldert Midden Zuid";3000;43,7;34,6;32;30,6;34,7;41;19,6;6,3;6,7;8,6;10,7;42,6
"Buitenveldert Zuidwest";3200;48,5;39;33,9;31,5;37;50,7;22,1;8,3;10,7;15,3;18,5;48,1
"Amsterdamse Bos";100;;;;;;;;;;;;
"Buitenveldert West Midden";800;61,2;49,1;33;36,4;68,4;37,8;35,1;4,7;5,1;7,2;10,1;246,7
"Zuiderhof";0;;;;;;;;;;;;
"Buitenveldert-Oost";6100;43,5;35,6;34,3;29,6;34,8;48,1;17,6;8,8;9,4;12,1;14,6;28,4
"De Klenckebuurt";500;54,4;44,8;22,4;42,9;40,3;31,9;24,9;5,3;5,1;7,2;8,2;73,8
"Buitenveldert Oost Midden";2700;38,5;32,1;38,6;24,8;32,1;53,3;13,1;11,1;12,7;16,2;19,8;16,8
"Buitenveldert Zuidoost";2900;46,3;37,2;32,6;31,8;36,1;46,4;20,3;7,2;7;9;10,6;42,9
"Amstelpark";0;;;;;;;;;;;;
"Amstel III/Bullewijk";600;;;61;10,4;;87,9;3,2;16,4;13,9;16,4;20,7;-5,2
"Hoofdcentrum Zuidoost";0;;;;;;;;;;;;
"Amstel III deel A/B Noord";100;;;;;;;;;;;;
"Amstel III deel C/D Noord";0;;;;;;;;;;;;
"Amstel III deel A/B Zuid";400;17,3;16,2;71,1;3,9;14,6;94,7;0,7;15,3;12,2;15,9;21,2;-11,2
"Amstel III deel C/D Zuid";0;;;;;;;;;;;;
"AMC";0;;;;;;;;;;;;
"Hoge Dijk";100;;;;;;;;;;;;
"Bijlmer Centrum (D,F,H)";19000;25,4;20,5;52,2;9,2;22,1;69,1;5,8;18,3;19,3;24,4;28,5;0,6
"Venserpolder West";4100;26,7;22;49;9,7;23,5;66,6;4,4;18,8;21,4;27;30,6;1,2
"Venserpolder Oost";2800;27,1;22,2;47;10,4;23,8;65,3;5,3;17,7;18,7;22,8;26,4;1,8
"D-buurt";1400;15,6;13,4;75,8;2,6;13;93,7;0,5;19,9;16,4;23,5;29,6;-4,9
"F-buurt";3500;31,2;24,7;40,5;16,2;26,9;55,5;12;8,5;8,2;11,2;13,6;1,1
"Amsterdamse Poort";800;23,3;19;58,6;3,7;20,3;81,1;1,8;25,3;27,9;37,4;43,3;0
"Hoptille";1300;19,8;15,8;63,6;4,9;17,6;79,7;2,4;23,7;22;28,7;35,6;0
"Rechte H-buurt";2400;22,7;17,8;56,1;5,9;21,7;68,2;5,2;22,4;24,8;30,4;34,2;0,7
"Hakfort/Huigenbos";1900;21,7;16,8;58,6;3,9;20,6;72,7;3,3;25;24,6;30,3;36,5;0
"Huntum";200;41;35,2;30,8;32,5;;;;;;;;
"Vogeltjeswei";600;31,1;25,2;43,6;17,1;29,6;42;24,6;10,6;15;17,9;19;54,9
"Nelson Mandelapark";0;;;;;;;;;;;;
"Bijlmer Oost (E,G,K)";23300;27,9;22,3;48;12,6;24,9;59,5;9,7;15,6;17,9;22,3;25,9;1,5
"E-buurt";1500;34,2;24,3;42;22;28,5;41,6;26,1;7,5;4,6;6,7;9,4;6
"G-buurt West";3000;30,5;25,5;41,9;15,3;27,5;49,9;13,7;10,6;11,6;13,8;16,5;2,8
"Bijlmermuseum Noord";1900;20,9;16,8;62,4;4;20,5;75,2;3;22,3;30,8;37,3;43;0,5
"Kortvoort";2200;23,4;19,5;55,8;5,5;20,9;74,9;2,2;21,6;26,9;33,1;37,2;0,8
"Kelbergen";800;24,7;19,9;51,4;7,9;24,1;55;9,1;10,7;12,1;18,2;21,8;1,2
"K-buurt Midden";1800;24,9;19,4;51,3;8,1;21,9;70,9;3,6;20;20,7;27,1;31,3;0
"K-buurt Zuidoost";1000;33,6;23,9;38,4;22,3;28,4;39,9;20;10,8;9,3;11,2;13,8;2,3
"K-buurt Zuidwest";1100;28,6;21,9;48,2;17;27;44,7;17,3;11,5;16,1;19,3;21;11,8
"Grunder/Koningshoef";1300;30,7;23,9;40,6;18,7;28;41,9;14,7;8,8;9,2;13;14,7;6,4
"G-buurt Oost";2800;34,1;30,2;37,9;19,7;30,1;50,5;13,3;7,2;9,4;12,5;14,8;59
"Kantershof";1800;28,3;23,7;45,2;12,5;25,5;58,1;11,1;14,2;21,4;24,5;27,3;7,7
"Gooise Kant";400;38,3;27,4;25,9;27,3;33,3;23,1;24,4;3,2;2,3;3,2;4,1;115,4
"G-buurt Noord";1400;21;16,7;62,6;2,9;19,2;79,5;1,8;32,5;32,2;39,7;45,8;0,1
"Bijlmermuseum Zuid";2400;23,9;18,9;54,3;7,4;22,3;68,4;3,9;19,4;19,3;24,8;29,6;1,1
"Nellestein";2500;34,8;29,7;31,9;21,5;29,9;47,8;9,4;7,8;8,2;11,3;13,4;32,5
"L-buurt";2500;34,7;29,6;32,1;21,4;29,7;48,1;9;7,8;8,4;11,4;13,5;31,3
"Gaasperpark";0;;;;;;;;;;;;
"Gaasperplas";0;;;;;;;;;;;;
"Holendrecht/Reigersbos";14400;26,6;21,3;48,8;10,2;24,9;57,3;8,5;14,4;16,7;22,3;26,3;2,2
"Holendrecht West";2200;20,6;15,7;63,2;3,2;20,2;73,2;2,5;22,5;29,7;37,8;43,7;0,6
"Reigersbos Noord";3300;23,6;18,2;56,4;6,1;22,8;62,2;5,9;18,6;19,5;27,3;33;0,8
"Holendrecht Oost";2100;31,1;25,8;38,4;16,3;30,6;35,4;16,9;5,7;7,4;9,6;11,1;96,4
"Gaasperdam Noord";1500;28,8;23,4;44,3;12,8;26;56,5;7,7;14,4;15,2;20,5;23,8;2,4
"Gaasperdam Zuid";1200;27,1;23;47;10,5;24,3;64,6;4,2;12,6;15;20,1;23,9;4,2
"Reigersbos Midden";2000;27,4;22,5;45;10,4;25,2;58,3;9,4;11,8;14,2;18,7;22,7;3,7
"Reigersbos Zuid";2100;31;25,3;39,7;15,9;28,3;44,1;14,9;10,5;10,2;14,4;16,7;13,1
"Gein";9000;29,9;24,4;41,6;14,6;27,5;48,4;12,6;11,5;12,2;16,1;19,2;8,7
"Gein Noordwest";2300;25,9;20,9;49,1;9,5;23,4;64,6;5,1;17,2;20,5;26,5;31;1,5
"Gein Zuidwest";1300;25,9;20,4;49,7;9,3;23,6;63,1;5,1;17,7;16,3;22,4;27,4;1
"Gein Noordoost";2700;35,6;29,5;31,1;22,4;35;20,6;28;2,3;1,9;2,3;3,3;217
"Gein Zuidoost";2800;29,5;24,4;41,8;13,8;27,2;48;11,1;10,6;10,9;14,3;17;5
"Driemond";1300;36,1;28,5;36,8;22,6;33,7;32;26,1;4,9;4,8;7,3;9,6;116,2
"Dorp Driemond";1200;35,5;28,4;37;21,5;33,3;32,8;24,3;5,2;5,1;7,5;9,8;98,7
"Landelijk gebied Driemond";100;;29,6;;;;;;;;;;
