"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Buurt 7";2805;1420;1390;705;360;855;540;350;1465;1070;190;85;330;1695;675;15;105;730;175;40;15;15;4;1100;395;210;490;2,5;9886
"Buurt 8";4100;2015;2085;875;560;1570;755;340;2425;1260;310;100;590;2790;925;40;260;1060;510;55;13;45;11;1790;805;325;665;2,2;16424
"Buurt 9";5975;3055;2925;1300;790;1935;1325;625;3255;2010;525;175;585;4210;1825;60;285;1455;580;105;17;40;7;2605;1175;415;1010;2,3;14893
"Eendrachtspark";305;180;130;35;35;125;95;15;200;80;25;5;55;145;35;5;25;60;25;5;26;0;0;175;110;30;35;1,7;2516
"Eendracht";2450;1210;1235;430;265;635;730;390;1100;1105;160;85;305;1150;310;25;180;415;210;25;11;15;6;1035;310;305;420;2,4;1119
"Osdorper Binnenpolder";30;20;10;5;0;0;10;10;15;10;5;0;5;5;0;0;0;0;10;0;0;0;0;15;10;5;5;2;16
"Buurt 10";2420;1190;1230;425;260;630;715;380;1090;1090;155;80;305;1135;315;30;180;410;200;25;12;15;6;1020;305;305;415;2,4;7834
"Lutkemeer/Ookmeer";1130;610;520;170;145;320;320;175;605;405;70;45;115;375;30;0;30;40;280;15;15;5;5;395;155;110;140;2,2;212
"Ookmeer";270;165;105;45;40;135;40;10;180;75;10;5;5;255;5;0;0;15;240;15;52;0;0;10;10;5;0;1,1;381
"Osdorper Bovenpolder";795;400;390;125;85;175;265;150;395;315;55;35;110;110;20;5;25;30;35;0;4;5;8;350;120;100;130;2,3;323
"Bedrijvenpark Lutkemeer";70;45;25;5;20;5;25;10;35;15;5;5;0;15;0;0;5;5;0;0;0;0;0;40;20;5;10;1,9;32
"Osdorp-Oost";16295;8005;8280;2515;2065;4795;3790;3125;8635;5095;1650;915;2415;8130;3345;160;1060;1720;1840;195;12;140;9;8630;4570;1815;2245;1,9;10339
"Wildeman";4960;2405;2555;890;565;1395;1110;995;2520;1535;570;335;545;3115;1460;45;345;605;665;65;13;40;8;2535;1340;415;775;2;15714
"Meer en Oever";3110;1605;1505;445;310;1020;760;580;1615;1040;310;145;615;1320;490;25;155;330;320;35;11;25;8;1650;820;460;370;1,9;14952
"Osdorpplein e.o.";2980;1455;1530;515;410;1015;630;420;1625;955;280;125;385;1775;850;25;205;330;370;55;18;20;7;1425;645;335;445;2,1;9909
"Calandlaan/Lelylaan";1240;640;605;175;115;315;390;245;665;385;140;55;190;580;175;10;90;195;105;10;7;10;10;680;380;140;165;1,8;4704
"Osdorp Zuidoost";4000;1900;2095;490;670;1050;895;890;2210;1175;355;260;690;1330;365;55;265;265;380;30;9;45;11;2335;1385;460;485;1,7;8207
"Osdorp-Midden";15755;7700;8055;3315;2145;5210;3310;1780;8815;4990;1355;595;1990;10375;4395;185;1185;2580;2030;235;15;135;9;7030;3140;1340;2560;2,2;15264
"Osdorp Midden Noord";2855;1315;1535;570;415;735;600;535;1460;905;260;230;180;2105;1060;35;195;520;295;35;12;75;25;1175;560;175;440;2,3;13527
"Osdorp Midden Zuid";3480;1695;1785;890;375;1190;630;385;1935;1095;330;115;445;2320;1075;35;210;525;475;60;18;20;5;1550;665;270;620;2,2;14592
"Zuidwestkwadrant Osdorp Noord";3195;1570;1630;635;475;1045;615;425;1805;975;290;125;420;2160;855;35;240;600;425;45;14;30;9;1440;635;325;485;2,2;13811
"Zuidwestkwadrant Osdorp Zuid";6230;3125;3105;1215;880;2240;1460;430;3615;2015;480;120;940;3785;1410;70;535;930;840;95;15;15;3;2875;1275;570;1020;2,2;17717
"De Punt";6130;3155;2980;1120;840;2060;1310;805;3555;1830;525;215;960;3345;1110;60;485;880;810;90;14;50;8;2765;1385;505;880;2,1;10250
"De Punt";6005;3040;2965;1115;840;2015;1240;790;3465;1825;505;220;950;3275;1090;55;450;880;800;85;14;45;8;2760;1380;505;880;2,1;12512
"Bedrijvencentrum Osdorp";120;110;15;0;0;50;70;10;90;10;25;0;10;70;20;10;30;5;15;0;0;5;8;5;5;0;0;1;1051
"Middelveldsche Akerpolder";14530;7180;7345;2550;2090;3445;4650;1785;7370;5660;1060;440;1755;6485;2060;115;1335;1505;1475;130;9;55;4;5920;1890;1340;2685;2,4;9630
"Middelveldsche Akerpolder";3945;1910;2040;760;400;1100;1030;660;1940;1510;335;160;465;1775;770;25;280;365;335;45;12;20;5;1745;680;415;660;2,2;11740
"De Aker West";4595;2295;2300;720;695;1050;1575;545;2295;1800;345;150;580;1965;450;55;445;450;560;45;10;15;3;1905;600;435;870;2,4;8854
"De Aker Oost";5990;2980;3010;1070;1000;1295;2045;580;3135;2350;375;135;710;2745;835;35;610;685;575;45;7;25;4;2265;610;500;1160;2,6;9162
"Slotervaart Noord";8065;4030;4040;1490;1030;2275;2025;1240;4395;2550;735;390;1305;3690;1465;45;465;900;815;100;12;105;13;3765;1695;770;1300;2,1;7263
"Oostoever Sloterplas";2475;1215;1265;350;285;515;795;535;1155;975;195;150;425;710;150;15;200;170;185;15;6;20;8;1160;450;330;380;2,1;6899
"Emanuel van Meterenbuurt";2235;1100;1135;425;245;620;525;415;1220;650;205;160;455;725;285;0;70;175;195;25;12;70;33;1055;530;185;340;2;5053
"Jacob Geelbuurt";3350;1710;1640;720;500;1135;705;295;2015;920;340;80;425;2260;1035;30;195;560;445;55;17;15;4;1545;720;250;580;2,1;10849
"Overtoomse Veld";13915;6795;7120;2140;2670;5840;2250;1010;9570;3295;790;265;2365;7485;3690;125;600;1390;1680;190;14;50;4;7315;4145;1405;1770;1,9;9569
"Overtoomse Veld Noord";6010;2960;3050;1220;930;2145;1245;465;3660;1830;405;115;605;4170;2380;40;255;905;585;100;17;15;2;2445;925;505;1015;2,4;17865
"Overtoomse Veld Zuid";4295;2060;2240;645;590;2120;630;310;3020;970;230;75;650;2100;995;60;265;275;510;55;13;15;3;2340;1330;505;505;1,8;14321
"Rembrandtpark Noord";960;465;495;50;320;430;80;80;805;95;50;10;345;120;20;5;15;5;80;15;14;5;3;735;580;115;50;1,3;3445
"Rembrandtpark Zuid";845;425;420;70;100;490;100;85;615;185;25;20;245;140;10;10;20;10;100;5;10;10;7;545;320;155;60;1,6;3080
"Johan Jongkindbuurt";695;330;365;140;135;170;180;70;395;195;70;40;35;565;260;5;35;175;90;5;7;10;16;265;120;20;120;2,6;8087
"Lucas/Andreasziekenhuis e.o.";1115;555;555;10;600;490;15;0;1075;25;10;5;485;380;25;5;20;20;315;5;6;5;1;985;865;110;10;1,1;6202
"Westlandgracht";10575;5580;5000;1280;2070;4865;1610;745;7675;2100;660;145;2655;4015;1030;135;425;590;1835;140;13;35;3;6515;4205;1310;1000;1,6;7486
"Koningin Wilhelminaplein";2645;1490;1160;245;300;1525;400;175;1860;650;110;30;905;735;50;25;40;75;545;40;16;5;2;1650;930;505;220;1,6;10790
"Andreasterrein";1270;630;640;290;120;450;290;125;745;410;90;20;290;440;180;10;50;85;120;20;15;10;9;560;215;125;220;2,3;8808
"Delflandpleinbuurt Oost";1555;855;705;225;245;595;365;135;1080;280;160;30;260;740;255;30;120;120;220;15;9;5;4;790;485;135;170;1,7;9090
"Delflandpleinbuurt West";3430;1745;1685;495;600;1480;550;315;2415;675;285;65;730;1470;505;50;170;285;460;55;15;10;3;2040;1270;395;375;1,7;10638
"Riekerhaven";580;390;185;10;310;260;0;0;550;25;5;0;40;350;10;0;20;0;315;10;16;0;0;525;480;40;5;1,1;1388
"Schipluidenbuurt";1095;475;620;20;505;550;10;5;1025;60;10;0;435;270;15;25;30;30;180;0;2;0;0;950;825;105;20;1,2;9668
"Sloter-/Riekerpolder";13960;6875;7090;2025;1735;3420;4640;2150;7050;5350;1075;490;2315;4055;1025;130;875;695;1325;140;10;70;5;6195;2090;1720;2385;2,2;2991
"Riekerpolder";80;45;35;10;5;50;10;0;55;25;0;0;35;40;0;0;5;0;35;0;0;0;0;55;50;5;10;1,4;132
"Park Haagseweg";960;490;470;130;105;195;350;180;465;420;60;20;185;170;20;10;40;15;85;5;9;5;7;440;135;150;150;2,2;8463
"Nieuwe Meer";165;95;75;20;20;30;80;10;120;30;10;0;35;10;0;0;0;0;5;0;6;0;6;95;55;10;30;1,8;127
"Sloterweg e.o.";255;115;140;40;35;45;75;55;120;110;15;15;40;50;0;0;15;5;35;5;8;5;8;115;40;35;40;2,2;323
"Nieuw Sloten Noordwest";3125;1520;1605;495;405;750;1045;430;1555;1200;265;110;455;1190;435;35;250;180;295;30;10;20;6;1270;360;330;585;2,4;9040
"Nieuw Sloten Noordoost";3155;1560;1595;420;350;795;975;620;1475;1285;240;155;445;965;245;35;180;205;305;35;10;15;4;1440;500;430;510;2,2;7201
"Belgiëplein e.o.";1080;500;580;90;85;295;305;305;470;390;130;90;245;355;60;10;70;60;155;5;8;10;13;645;345;195;110;1,7;13004
"Nieuw Sloten Zuidwest";2330;1145;1185;350;370;470;945;200;1200;965;135;25;390;575;75;15;185;95;200;15;6;5;3;895;185;250;460;2,6;10799
"Nieuw Sloten Zuidoost";2125;1060;1065;370;280;665;585;220;1265;665;155;35;395;660;200;20;135;120;185;35;17;5;3;920;315;220;385;2,3;9336
"Dorp Sloten";690;350;335;90;85;110;275;130;330;270;65;30;80;40;0;10;5;5;15;5;9;5;3;325;115;95;115;2,1;1272
"Slotervaart Zuid";10645;5150;5490;1685;1980;3515;1960;1500;6545;2750;940;410;1775;5340;2260;125;675;845;1435;140;13;100;9;5695;3290;1025;1380;1,8;8519
"Louis Chrispijnbuurt";3260;1545;1710;510;490;915;685;650;1845;900;350;160;525;1560;635;30;245;285;370;35;11;25;8;1690;940;325;425;1,9;9084
"Jacques Veltmanbuurt";3560;1710;1850;560;600;1320;630;445;2210;960;280;110;720;1660;660;40;160;270;535;45;13;25;8;2000;1160;405;435;1,8;12069
"Staalmanbuurt";2995;1455;1540;575;490;1005;590;340;1775;840;255;120;370;1805;885;40;220;275;395;45;16;20;7;1325;575;260;490;2,2;9794
"Medisch Centrum Slotervaart";835;440;395;45;400;280;50;60;710;50;55;15;165;310;85;15;50;20;140;10;11;20;28;675;610;35;30;1,1;2872
"Buitenveldert-West";13530;6310;7220;1720;1370;4455;2825;3160;7345;4035;1220;925;3705;3275;245;135;500;215;2180;135;10;155;12;7795;4430;1735;1635;1,7;4753
"Gelderlandpleinbuurt";4570;2080;2490;480;455;1645;850;1135;2510;1335;390;335;1340;1115;100;35;175;85;720;50;10;55;11;2775;1590;670;510;1,6;10029
"Buitenveldert Midden Zuid";3775;1785;1990;555;455;1485;760;530;2335;1040;280;125;1020;1130;95;40;140;70;790;40;11;25;6;2100;1155;455;495;1,8;7513
"Buitenveldert Zuidwest";4075;1915;2160;560;340;1095;935;1150;1990;1240;465;380;1010;875;40;50;165;55;560;40;10;70;16;2345;1415;450;490;1,7;5839
"Amsterdamse Bos";65;35;35;5;10;10;30;15;40;15;10;5;15;5;0;0;0;0;5;0;30;5;30;30;15;10;10;2;88
"Buitenveldert West Midden";1020;480;540;130;110;205;250;325;450;400;80;80;310;145;5;5;15;5;105;5;4;15;14;535;255;150;130;1,9;4198
"Zuiderhof";25;10;10;0;5;15;5;0;15;5;0;0;15;5;0;0;0;0;5;0;0;0;0;10;10;5;0;1,9;121
"Buitenveldert-Oost";7920;3745;4170;895;710;2510;1590;2210;4170;2340;795;615;2030;2215;185;90;280;165;1500;75;9;225;28;4515;2650;1010;855;1,7;5166
"De Klenckebuurt";785;355;425;75;30;250;140;285;330;275;95;90;210;165;15;10;30;10;105;5;12;50;63;390;205;125;65;1,7;5916
"Buitenveldert Oost Midden";3245;1535;1710;380;255;1005;670;940;1700;965;350;225;690;1040;95;40;170;100;635;35;10;45;13;1955;1095;465;395;1,7;11261
"Buitenveldert Zuidoost";3880;1855;2025;440;420;1260;775;980;2135;1100;350;300;1125;1010;75;35;85;55;760;30;8;135;34;2165;1350;425;390;1,6;6374
"Amstelpark";15;10;5;0;5;0;0;5;10;0;0;0;0;5;0;0;0;0;5;0;83;0;0;5;0;0;0;2,4;24
"Amstel III/Bullewijk";715;390;320;20;390;245;50;10;665;40;10;0;130;270;40;15;65;20;125;0;3;5;4;570;525;20;15;1,1;143
"Hoofdcentrum Zuidoost";20;15;5;0;0;20;0;0;15;0;0;0;10;10;0;0;0;0;5;0;0;0;0;20;15;0;0;1,1;58
"Amstel III deel A/B Noord";50;35;15;5;5;35;10;0;45;5;0;0;30;10;0;0;0;5;5;0;0;0;0;50;45;0;0;1,1;66
"Amstel III deel C/D Noord";25;15;10;0;5;15;5;0;20;5;0;0;10;10;0;0;0;0;10;0;0;0;0;20;15;5;0;1,3;26
"Amstel III deel A/B Zuid";430;200;230;5;310;110;5;0;420;10;5;0;55;175;20;15;45;15;75;0;5;0;0;405;390;15;5;1,1;1231
"Amstel III deel C/D Zuid";0;0;0;0;0;0;5;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;
"AMC";35;35;0;0;0;15;20;0;30;0;5;0;5;20;5;0;10;0;5;0;0;5;57;0;0;0;0;2;46
"Hoge Dijk";150;100;50;15;70;50;15;5;135;10;5;5;20;45;15;0;10;0;15;0;0;0;7;75;60;5;5;1,3;103
"Bijlmer Centrum (D,F,H)";24175;12210;11960;4005;4595;7600;6145;1830;17240;3630;2940;370;2780;17355;690;1335;7075;430;7825;260;11;135;6;13475;8150;1675;3645;1,8;7984
"Venserpolder West";5245;2785;2455;795;555;1790;1490;610;3550;725;835;130;595;3665;155;280;1590;105;1530;60;12;70;13;3050;1845;450;750;1,7;10522
"Venserpolder Oost";3455;1810;1645;500;430;1290;975;255;2340;590;470;60;440;2395;125;145;1040;80;1000;35;9;15;4;1995;1185;305;500;1,7;10732
"D-buurt";1980;925;1055;135;1160;540;120;30;1850;65;55;5;475;980;25;160;275;30;500;15;8;0;1;1665;1460;85;120;1,2;7415
"F-buurt";3860;1875;1980;830;705;1130;1010;185;2640;825;350;40;290;3020;130;180;1535;85;1090;40;10;10;2;1685;715;225;740;2,3;17424
"Amsterdamse Poort";1435;750;680;185;275;405;400;170;1060;115;230;30;225;1055;30;105;495;10;410;10;8;15;11;880;655;60;155;1,5;3359
"Hoptille";1620;815;810;305;370;565;325;60;1245;210;155;15;195;1130;60;120;375;25;540;20;12;5;3;950;635;75;245;1,7;7958
"Rechte H-buurt";3105;1510;1590;605;515;830;905;250;2140;450;470;45;250;2515;65;155;780;25;1490;30;10;10;3;1555;820;180;560;2;15809
"Hakfort/Huigenbos";2560;1270;1285;525;470;800;640;125;1890;360;285;20;205;1960;95;150;605;40;1065;40;15;10;3;1305;690;205;410;2;9617
"Huntum";205;105;100;20;25;45;55;60;95;85;10;10;45;80;0;5;40;0;35;0;10;0;0;100;40;35;25;2;1842
"Vogeltjeswei";715;360;360;115;90;195;225;85;425;200;75;20;60;560;5;35;330;25;165;5;8;5;8;295;100;55;145;2,4;10354
"Nelson Mandelapark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Bijlmer Oost (E,G,K)";29455;14760;14695;5040;4430;8595;7890;3505;19285;5630;3900;640;3085;20075;650;1545;9070;365;8435;335;11;155;5;15495;8465;2250;4780;1,9;7955
"E-buurt";2200;1070;1130;560;505;675;430;35;1590;470;135;5;250;1460;70;95;785;95;410;25;12;0;1;880;375;100;410;2,5;7173
"G-buurt West";3735;1865;1870;510;565;1195;1120;350;2465;760;450;60;400;2800;60;210;1535;30;965;40;10;5;1;1910;965;300;640;2;9231
"Bijlmermuseum Noord";2290;1080;1210;385;320;495;715;380;1470;340;425;60;190;1820;45;140;580;10;1045;25;10;10;4;1280;735;150;395;1,8;16179
"Kortvoort";2630;1265;1360;390;300;740;725;470;1705;335;480;105;230;1885;65;250;910;25;640;25;10;35;13;1630;1060;160;405;1,6;12460
"Kelbergen";1005;510;500;160;165;225;295;165;600;255;120;30;85;640;10;45;340;10;240;5;6;0;4;465;195;85;185;2,2;4927
"K-buurt Midden";2420;1240;1175;475;410;830;555;150;1775;320;310;20;210;1775;100;105;600;10;950;35;14;5;3;1310;745;175;385;1,8;15091
"K-buurt Zuidoost";1340;655;685;355;190;520;240;40;920;310;95;15;105;990;45;85;435;40;395;20;18;0;1;555;215;80;265;2,4;7441
"K-buurt Zuidwest";1460;715;750;310;260;410;380;100;965;325;140;35;80;1155;45;80;610;25;395;15;11;10;6;615;245;90;280;2,4;9451
"Grunder/Koningshoef";1750;830;925;355;250;580;470;90;1170;390;185;15;140;1375;45;85;790;30;420;25;13;5;2;785;340;100;340;2,2;14567
"G-buurt Oost";3185;1705;1480;255;405;775;805;940;1670;945;410;165;590;1045;35;70;515;30;395;15;4;30;9;1985;1210;470;300;1,6;3675
"Kantershof";2180;1135;1050;295;265;465;700;470;1175;540;380;90;270;1240;20;90;615;15;500;25;13;25;13;1205;720;175;315;1,8;4413
"Gooise Kant";330;175;155;85;30;165;55;0;215;100;20;0;30;225;5;20;110;15;75;15;42;0;0;135;35;35;60;2,5;2410
"G-buurt Noord";1780;955;825;335;215;515;605;105;1300;165;300;10;85;1535;35;130;630;5;740;15;7;10;6;1035;670;85;280;1,7;22290
"Bijlmermuseum Zuid";3150;1560;1590;575;555;1020;785;215;2270;390;455;25;430;2130;85;140;625;20;1265;45;16;10;3;1715;955;235;525;1,8;13086
"Nellestein";2920;1535;1385;355;260;935;780;590;1745;690;375;110;565;985;25;75;365;35;495;35;11;25;8;1775;1025;405;345;1,6;1335
"L-buurt";2860;1505;1355;350;245;930;760;580;1715;670;370;110;560;975;25;75;360;30;490;30;10;20;8;1745;1015;400;335;1,6;4141
"Gaasperpark";20;15;10;0;5;0;10;5;10;5;5;0;0;0;0;0;5;0;0;0;0;0;43;15;5;0;5;2,1;32
"Gaasperplas";35;15;20;0;10;5;15;10;20;10;0;0;0;5;0;0;0;0;5;0;28;0;0;15;10;5;5;2,1;46
"Holendrecht/Reigersbos";18260;8695;9560;3170;2305;4910;4930;2940;11310;3940;2400;610;1790;11390;425;910;5805;160;4080;215;12;105;6;9175;4520;1515;3140;2;7034
"Holendrecht West";2915;1300;1620;655;440;650;700;470;1955;350;485;125;190;2110;80;180;1130;25;700;35;13;25;10;1485;805;145;540;2;8322
"Reigersbos Noord";4305;1955;2350;925;615;1135;1140;485;2915;645;650;100;270;3300;125;335;1485;50;1295;50;12;20;4;2050;955;240;850;2,1;11652
"Holendrecht Oost";2510;1245;1270;345;250;595;660;670;1200;970;220;125;325;1070;35;75;615;20;325;30;12;10;4;1165;415;345;405;2,2;4010
"Gaasperdam Noord";2035;1030;1005;310;235;685;615;195;1405;340;250;35;240;1280;60;85;650;25;465;20;8;5;4;1040;555;165;320;1,9;8532
"Gaasperdam Zuid";1455;705;750;180;195;410;415;250;935;235;225;65;190;845;15;55;410;5;355;15;11;15;9;915;590;125;195;1,6;7925
"Reigersbos Midden";2460;1190;1275;375;305;715;655;410;1510;560;315;85;235;1550;70;100;835;25;520;35;13;10;6;1305;690;200;415;1,9;10026
"Reigersbos Zuid";2570;1275;1295;385;270;710;740;465;1395;835;255;85;340;1235;40;75;680;15;430;30;12;15;6;1230;520;300;415;2,1;4420
"Gein";11440;5670;5765;1775;1365;3130;3595;1575;6605;3170;1390;280;1345;6005;205;425;2890;70;2420;130;11;75;6;5595;2535;1085;1975;2;6238
"Gein Noordwest";3015;1500;1515;525;400;890;820;385;2065;405;465;80;340;1905;70;160;905;20;750;25;9;35;12;1665;1020;185;465;1,7;9874
"Gein Zuidwest";1690;810;880;315;220;570;485;100;1155;270;250;20;160;1230;45;80;520;10;580;30;16;5;1;875;460;100;310;1,9;9658
"Gein Noordoost";3310;1695;1615;435;410;720;1205;540;1520;1465;245;80;450;1125;15;50;600;15;445;25;8;15;5;1405;390;430;585;2,4;5210
"Gein Zuidoost";3420;1660;1760;500;340;955;1085;540;1870;1030;430;95;390;1750;85;130;875;20;640;45;13;15;5;1650;655;375;615;2,1;4770
"Driemond";1605;770;835;295;185;360;495;275;790;635;115;65;155;175;15;20;85;10;40;20;10;10;6;675;180;200;290;2,4;916
"Dorp Driemond";1485;705;780;255;180;330;460;265;725;590;110;60;145;165;20;15;80;10;45;15;10;10;6;640;175;190;265;2,3;5106
"Landelijk gebied Driemond";120;65;55;40;10;30;35;10;70;45;5;0;10;10;0;5;5;0;0;0;8;0;0;40;0;10;25;3,2;82
